Unclassified	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	No. Peptides	Spectral Count (Krona)	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. 4_8	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	Streptococcus sanguinis ATCC 29667	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Eikenella corrodens ATCC 23834	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum ATCC 33693	2	4	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. 2_1_36FAA	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides reticulotermitis	Bacteroides reticulotermitis JCM 10512	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. 1_1_41FAA	Unknown Subspecies	2	2	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Prevotella sp. oral taxon 473	Prevotella sp. oral taxon 473 str. F0040	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	2	3	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii SDF	1	2	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides goldsteinii	Parabacteroides goldsteinii CL02T12C30	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. OBRC1	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. oral taxon 780	Veillonella sp. oral taxon 780 str. F0422	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. 6_1_27	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	Streptococcus gordonii str. Challis substr. CH1	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum CTI-5	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum CTI-6	1	1	
