Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	A0A0F2CCG6	Phosphoglycerate kinase OS=Streptococcus gordonii OX=1302 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.02	4.846733093261719	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0A0DLY4	Phosphoglycerate kinase OS=Streptococcus sinensis OX=176090 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	41.962	4.871940612792969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9VAY5	Phosphoglycerate kinase OS=Streptococcus parauberis OX=1348 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.478	4.828254699707031	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G6A676	Phosphoglycerate kinase OS=Streptococcus intermedius F0395 OX=857292 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.188	5.132774353027344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2EKC3	Phosphoglycerate kinase OS=Streptococcus mutans 2ST1 OX=857148 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	41.991	5.231681823730469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9P816	Phosphoglycerate kinase OS=Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377 OX=1035184 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.142	5.065803527832031	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0NHB8	Phosphoglycerate kinase OS=Streptococcus sp. HMSC067H01 OX=1739491 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.022	4.884757995605469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A098ZCA1	Phosphoglycerate kinase OS=Streptococcus pneumoniae OX=1313 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	41.913	4.919044494628906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1C7CL08	Phosphoglycerate kinase OS=Streptococcus salivarius OX=1304 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.053	4.924064636230469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A074IT74	Phosphoglycerate kinase OS=Streptococcus salivarius OX=1304 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.097	4.883583068847656	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F0HZ29	Phosphoglycerate kinase OS=Streptococcus sanguinis SK72 OX=888809 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	41.95	4.918403625488281	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2J9X6J2	Phosphoglycerate kinase OS=Streptococcus sp. FDAARGOS_146 OX=1702171 GN=pgk PE=4 SV=1	root (No rank) [1]	0.042714	42.16	5.126686096191406	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MJR5	Phosphoglycerate kinase OS=Streptococcus sp. DD04 OX=1776578 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.008	4.871940612792969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0B7GIL4	Phosphoglycerate kinase OS=Streptococcus sanguinis OX=1305 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	41.951	4.840431213378906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0D1BFN4	Phosphoglycerate kinase OS=Streptococcus equi subsp. zooepidemicus Sz4is OX=1381082 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.112	4.999046325683594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0D1BAP3	Phosphoglycerate kinase OS=Streptococcus equi subsp. zooepidemicus SzAM60 OX=1381091 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.183	5.004920959472656	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0C1K435	Phosphoglycerate kinase OS=Streptococcus constellatus OX=76860 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042714	42.164	5.132774353027344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139N9K1	Phosphoglycerate kinase OS=Streptococcus sp. DD10 OX=1777878 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.054	4.897361755371094	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NPY0	Phosphoglycerate kinase OS=Streptococcus sp. DD13 OX=1777881 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.038	4.833915710449219	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095ZQP8	Phosphoglycerate kinase OS=Peptoniphilus lacrimalis DNF00528 OX=1401070 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.098	4.846733093261719	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QHU6	Phosphoglycerate kinase OS=Streptococcus mitis OX=28037 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	41.996	4.925559997558594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0B1E5	Phosphoglycerate kinase OS=Streptococcus sp. HMSC057G03 OX=1715165 GN=pgk PE=3 SV=1	root (No rank) [1]	0.042607	42.154	4.889884948730469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F5MKA9	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.782	4.882514953613281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CYF2	Elongation factor G OS=Streptococcus oralis subsp. oralis OX=1891914 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.785	4.839469909667969	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CFJ7	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.758	4.879310607910156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CJU8	Elongation factor G OS=Streptococcus cristatus OX=45634 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053468	76.729	4.887855529785156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0Y1YJD4	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.624	4.816825866699219	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1J0E6	Elongation factor G OS=Streptococcus oralis subsp. dentisani OX=1458253 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.91	4.870018005371094	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2RAL0	Elongation factor G OS=Streptococcus thermophilus TH1477 OX=1436725 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.593	4.873115539550781	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9DQT5	Elongation factor G OS=Streptococcus sp. HMSC062B01 OX=1739284 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.782	4.882514953613281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0TGA9	Elongation factor G OS=Streptococcus sp. HMSC062D07 OX=1739461 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.855	4.854637145996094	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A172Q996	Elongation factor G OS=Streptococcus pantholopis OX=1811193 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053468	76.518	4.793861389160156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1V0H0W8	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.768	4.882514953613281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139Q518	Elongation factor G OS=Streptococcus oralis OX=1303 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.811	4.842781066894531	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A074IQY5	Elongation factor G OS=Streptococcus salivarius OX=1304 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.638	4.816825866699219	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2Q0P3	Elongation factor G OS=Streptococcus thermophilus M17PTZA496 OX=1433289 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.523	4.873115539550781	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Q8EFD1	Elongation factor G OS=Streptococcus acidominimus OX=1326 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.59	4.834877014160156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HY81	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.782	4.882514953613281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139N4B2	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.766	4.882514953613281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0A0DLY7	Elongation factor G OS=Streptococcus sinensis OX=176090 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.735	4.861793518066406	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0C1K4Z0	Elongation factor G OS=Streptococcus constellatus OX=76860 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.793	4.845878601074219	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139N453	Elongation factor G OS=Streptococcus cristatus OX=45634 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053468	76.743	4.890953063964844	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Q8E6A3	Elongation factor G OS=Streptococcus cuniculi OX=1432788 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.559	4.850578308105469	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1GYL6	Elongation factor G OS=Streptococcus oralis subsp. oralis OX=1891914 GN=fusA PE=3 SV=1	root (No rank) [1]	0.053391	76.804	4.862968444824219	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0V8E1J3	60 kDa chaperonin OS=Lactococcus lactis subsp. lactis OX=1360 GN=groL PE=3 SV=1	root (No rank) [1]	0.038745	57.151	4.747184753417969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	E8JWR2	60 kDa chaperonin OS=Streptococcus cristatus ATCC 51100 OX=889201 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.807	4.681709289550781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HQ99	60 kDa chaperonin OS=Streptococcus gordonii OX=1302 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.852	4.639518737792969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A024DCK8	60 kDa chaperonin OS=Streptococcus sp. VT 162 OX=1419814 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	57.049	4.729347229003906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139QGL1	60 kDa chaperonin OS=Streptococcus constellatus OX=76860 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.851	4.655326843261719	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A9QLG4	60 kDa chaperonin OS=Streptococcus sinensis OX=176090 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.719	4.726570129394531	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0V8BBP7	60 kDa chaperonin OS=Lactococcus lactis subsp. lactis OX=1360 GN=groL PE=3 SV=1	root (No rank) [1]	0.038745	57.178	4.747184753417969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CKH9	60 kDa chaperonin OS=Streptococcus cristatus OX=45634 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.849	4.665260314941406	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095ZBZ7	60 kDa chaperonin OS=Peptoniphilus lacrimalis DNF00528 OX=1401070 GN=groL PE=3 SV=1	root (No rank) [1]	0.038961	56.854	4.696022033691406	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A123U8M5	60 kDa chaperonin OS=Streptococcus suis OX=1307 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	57.153	4.678611755371094	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081SDB3	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.976	4.761497497558594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CQ46	60 kDa chaperonin OS=Streptococcus gordonii OX=1302 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.749	4.650520324707031	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MIV6	60 kDa chaperonin OS=Streptococcus sp. DD04 OX=1776578 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.763	4.703712463378906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QI04	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	57.078	4.742698669433594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F0IP79	60 kDa chaperonin OS=Streptococcus sanguinis SK150 OX=888811 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.888	4.676582336425781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0H1RQW0	60 kDa chaperonin OS=Lactococcus lactis subsp. lactis OX=1360 GN=groL PE=3 SV=1	root (No rank) [1]	0.038745	57.193	4.796638488769531	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1C2CWY3	60 kDa chaperonin OS=Streptococcus dysgalactiae subsp. equisimilis OX=119602 GN=groL PE=3 SV=1	root (No rank) [1]	0.038817	56.801	4.716957092285156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E7S289	60 kDa chaperonin OS=Streptococcus pneumoniae OX=1313 GN=groEL_1 PE=3 SV=1	root (No rank) [1]	0.038889	57.088	4.766197204589844	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139N572	60 kDa chaperonin OS=Streptococcus cristatus OX=45634 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.835	4.681709289550781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2IR57	60 kDa chaperonin OS=Streptococcus intermedius ATCC 27335 OX=1316583 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.878	4.614952087402344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1H3R6	60 kDa chaperonin OS=Streptococcus sp. HMSC36C04 OX=1608868 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.885	4.629905700683594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081PTQ4	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	57.076	4.742698669433594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F1ES70	60 kDa chaperonin OS=Streptococcus sp. HMSC071H03 OX=1739391 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.842	4.629905700683594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3H9P8	60 kDa chaperonin OS=Streptococcus infantis OX=68892 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038961	56.86	4.700721740722656	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081Q447	60 kDa chaperonin OS=Streptococcus mitis OX=28037 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	57.044	4.742698669433594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M4K272	60 kDa chaperonin OS=Streptococcus gordonii OX=1302 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	56.825	4.639518737792969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CZU1	60 kDa chaperonin OS=Streptococcus oralis subsp. oralis OX=1891914 GN=groEL PE=3 SV=1	root (No rank) [1]	0.038889	57.123	4.729347229003906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F3UPM6	60 kDa chaperonin OS=Streptococcus sanguinis SK355 OX=888816 GN=groL PE=3 SV=1	root (No rank) [1]	0.038889	56.86	4.676582336425781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
