Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	I0SSN1	Pyruvate kinase OS=Streptococcus oralis SK1074 OX=1095738 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.748	5.067832946777344	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D0RVG4	Pyruvate kinase OS=Streptococcus sp. 2_1_36FAA OX=469609 GN=HMPREF0847_01285 PE=3 SV=1	root (No rank) [1]	0.101796	54.707	4.990180969238281	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081PVA2	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.766	5.099769592285156	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HV08	Pyruvate kinase OS=Streptococcus gordonii OX=1302 GN=pykF PE=3 SV=1	root (No rank) [1]	0.101796	54.72	4.977897644042969	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139Q9P1	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=SMIDD28_00804 PE=3 SV=1	root (No rank) [1]	0.101796	54.699	5.067726135253906	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9GL77	Pyruvate kinase OS=Streptococcus sp. HMSC073F11 OX=1739268 GN=HMPREF2764_04225 PE=3 SV=1	root (No rank) [1]	0.101796	54.734	5.067832946777344	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1V0H374	Pyruvate kinase OS=Streptococcus gordonii OX=1302 GN=A6J85_07870 PE=3 SV=1	root (No rank) [1]	0.101796	54.721	4.944358825683594	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F5MIB1	Pyruvate kinase OS=Streptococcus gordonii OX=1302 GN=RN86_07260 PE=3 SV=1	root (No rank) [1]	0.101796	54.706	5.109062194824219	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QQM7	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.691	5.094963073730469	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HJC3	Pyruvate kinase OS=Streptococcus infantis OX=68892 GN=pykF PE=3 SV=1	root (No rank) [1]	0.101796	54.718	5.063987731933594	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139P5T6	Pyruvate kinase OS=Streptococcus oralis OX=1303 GN=SORDD14_00355 PE=3 SV=1	root (No rank) [1]	0.120283	46.454	4.832527160644531	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A150NID3	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=SMI10712_00859 PE=4 SV=1	root (No rank) [1]	0.137466	40.407	4.614952087402344	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139PQW5	Pyruvate kinase OS=Streptococcus oralis OX=1303 GN=SORDD21_00335 PE=4 SV=1	root (No rank) [1]	0.310345	9.573	4.559730529785156	2	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F1EK01	Aldehyde-alcohol dehydrogenase OS=Streptococcus sp. HMSC062H02 OX=1739389 GN=HMPREF2885_09555 PE=3 SV=1	root (No rank) [1]	0.024915	96.666	6.024650573730469	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1GUV1	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis subsp. oralis OX=1891914 GN=B7712_00185 PE=3 SV=1	root (No rank) [1]	0.024915	96.459	5.967506408691406	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NU70	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD14_01821 PE=3 SV=1	root (No rank) [1]	0.024915	96.493	6.055198669433594	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0A0DJM4	Aldehyde-alcohol dehydrogenase OS=Streptococcus sinensis OX=176090 GN=SSIN_1058 PE=3 SV=1	root (No rank) [1]	0.024915	96.447	6.089805603027344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9NYX3	Aldehyde-alcohol dehydrogenase OS=Streptococcus mitis bv. 2 str. F0392 OX=768726 GN=adh PE=3 SV=1	root (No rank) [1]	0.024915	96.505	6.118003845214844	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0T8TKK7	Aldehyde-alcohol dehydrogenase OS=Streptococcus pneumoniae OX=1313 GN=adhE PE=3 SV=1	root (No rank) [1]	0.024915	96.544	5.996238708496094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	E9FJJ6	Aldehyde-alcohol dehydrogenase OS=Streptococcus sp. C300 OX=563036 GN=adh PE=3 SV=1	root (No rank) [1]	0.024915	96.557	6.143852233886719	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139RH08	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD17_01558 PE=3 SV=1	root (No rank) [1]	0.024915	96.409	5.938346862792969	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1J531	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis subsp. dentisani OX=1458253 GN=B7709_00530 PE=3 SV=1	root (No rank) [1]	0.024915	96.416	5.993675231933594	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9GAA6	Aldehyde-alcohol dehydrogenase OS=Streptococcus sp. HMSC076C08 OX=1739270 GN=HMPREF2766_05070 PE=3 SV=1	root (No rank) [1]	0.024915	96.608	6.082756042480469	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CRM1	Aldehyde-alcohol dehydrogenase OS=Streptococcus cristatus OX=45634 GN=adhE PE=3 SV=1	root (No rank) [1]	0.024887	96.818	5.885047912597656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139Q2V3	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD30_01869 PE=3 SV=1	root (No rank) [1]	0.024915	96.401	6.023155212402344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1H0A9	Aldehyde-alcohol dehydrogenase OS=Streptococcus sp. HMSC34B10 OX=1608856 GN=HMPREF3237_01845 PE=3 SV=1	root (No rank) [1]	0.024915	96.631	6.887580871582031	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MWZ8	Aldehyde-alcohol dehydrogenase OS=Streptococcus cristatus OX=45634 GN=SCRDD08_02071 PE=3 SV=1	root (No rank) [1]	0.024887	96.847	5.998588562011719	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139PAI5	Alcohol dehydrogenase / Acetaldehyde dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD16_01618 PE=4 SV=1	root (No rank) [1]	0.070513	33.241	5.640769958496094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139QWB5	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD25_01685 PE=3 SV=1	root (No rank) [1]	0.024915	96.4	6.081367492675781	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A120MHC4	Aldehyde-alcohol dehydrogenase OS=Streptococcus mitis OX=28037 GN=AXK38_01325 PE=3 SV=1	root (No rank) [1]	0.024915	96.678	5.997947692871094	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139M5R5	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis OX=1303 GN=SORDD05_01865 PE=3 SV=1	root (No rank) [1]	0.024915	96.388	5.912284851074219	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MHH2	Aldehyde-alcohol dehydrogenase OS=Streptococcus sp. DD04 OX=1776578 GN=STRDD04_01866 PE=3 SV=1	root (No rank) [1]	0.024915	96.453	6.087989807128906	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CY54	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis subsp. oralis OX=1891914 GN=adhE PE=3 SV=1	root (No rank) [1]	0.024915	96.519	6.051673889160156	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1FN60	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis subsp. tigurinus OX=1077464 GN=B7731_00290 PE=3 SV=1	root (No rank) [1]	0.024915	96.385	6.329063415527344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1I633	Aldehyde-alcohol dehydrogenase OS=Streptococcus oralis subsp. oralis OX=1891914 GN=B7715_00090 PE=3 SV=1	root (No rank) [1]	0.024943	96.539	6.279075622558594	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	L1PP78	50S ribosomal protein L6 OS=Veillonella atypica KON OX=1128111 GN=rplF PE=3 SV=1	Veillonella (Genus) [29465]	0.251429	18.666	9.628044128417969	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F1A2X1	Pyruvate kinase OS=Streptococcus sp. HMSC061E03 OX=1739421 GN=HMPREF2917_05060 PE=3 SV=1	root (No rank) [1]	0.0998	54.81	5.072212219238281	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M3SKB2	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=B7692_02875 PE=3 SV=1	root (No rank) [1]	0.0998	54.649	5.011222839355469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QCG2	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=pyk PE=3 SV=1	root (No rank) [1]	0.0998	54.65	5.090156555175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2DBB3	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=pykF PE=3 SV=1	root (No rank) [1]	0.0998	54.747	5.063133239746094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9PE10	Pyruvate kinase OS=Streptococcus infantis X OX=997830 GN=pyk PE=3 SV=1	root (No rank) [1]	0.0998	54.666	5.012718200683594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095ZAE5	Pyruvate kinase OS=Peptoniphilus lacrimalis DNF00528 OX=1401070 GN=HMPREF2134_12560 PE=3 SV=1	root (No rank) [1]	0.0998	54.707	5.055335998535156	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139RA63	Pyruvate kinase OS=Streptococcus mitis OX=28037 GN=SMIDD22_01287 PE=4 SV=1	root (No rank) [1]	0.310345	9.544	4.616661071777344	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2RFB2	Phosphoglycerate kinase OS=Streptococcus thermophilus TH1477 OX=1436725 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.219	4.896720886230469	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NPY0	Phosphoglycerate kinase OS=Streptococcus sp. DD13 OX=1777881 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.038	4.833915710449219	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2CZB6	Phosphoglycerate kinase OS=Streptococcus oralis subsp. oralis OX=1891914 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.079	4.890419006347656	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A074IT74	Phosphoglycerate kinase OS=Streptococcus salivarius OX=1304 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.097	4.883583068847656	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0B1E5	Phosphoglycerate kinase OS=Streptococcus sp. HMSC057G03 OX=1715165 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.154	4.889884948730469	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1GYZ1	Phosphoglycerate kinase OS=Streptococcus sp. HMSC34B10 OX=1608856 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.007	4.930366516113281	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1C7CL08	Phosphoglycerate kinase OS=Streptococcus salivarius OX=1304 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.053	4.924064636230469	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2QFN9	Phosphoglycerate kinase OS=Streptococcus thermophilus M17PTZA496 OX=1433289 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.208	4.811485290527344	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139PFW3	Phosphoglycerate kinase OS=Streptococcus oralis OX=1303 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	41.992	4.884757995605469	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139N9K1	Phosphoglycerate kinase OS=Streptococcus sp. DD10 OX=1777878 GN=pgk PE=3 SV=1	root (No rank) [1]	0.057644	42.054	4.897361755371094	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0A6RZH5	50S ribosomal protein L11 OS=Streptococcus uberis OX=1349 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.833	9.558937072753906	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0B7GRF0	50S ribosomal protein L11 OS=Streptococcus sanguinis OX=1305 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.819	9.558937072753906	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2E6G9	50S ribosomal protein L11 OS=Streptococcus oralis subsp. tigurinus OX=1077464 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.733	9.820945739746094	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HUM2	50S ribosomal protein L11 OS=Streptococcus gordonii OX=1302 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.806	9.820945739746094	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0Y6S6	50S ribosomal protein L11 OS=Streptococcus sp. HMSC078D09 OX=1739430 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.834	9.696617126464844	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1DHK5	50S ribosomal protein L11 OS=Streptococcus sp. HMSC066F01 OX=1715134 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.819	9.696617126464844	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2U9B2	50S ribosomal protein L11 OS=Streptococcus parauberis OX=1348 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.806	9.434394836425781	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A074IZD6	50S ribosomal protein L11 OS=Streptococcus salivarius OX=1304 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.764	9.259223937988281	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081JG45	50S ribosomal protein L11 OS=Streptococcus macedonicus OX=59310 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.778	9.434394836425781	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NRH2	50S ribosomal protein L11 OS=Streptococcus sp. DD13 OX=1777881 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.794	9.259223937988281	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1VCU5	50S ribosomal protein L11 (Fragment) OS=Streptococcus parasanguinis DORA_23_24 OX=1403947 GN=Q616_SPPC01372G0003 PE=3 SV=1	root (No rank) [1]	0.148936	9.979	9.106803894042969	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139QQT7	50S ribosomal protein L11 OS=Streptococcus oralis OX=1303 GN=rplK PE=3 SV=1	root (No rank) [1]	0.099291	14.82	9.820945739746094	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Q8REJ0	Enolase OS=Streptococcus sp. 'caviae' OX=1915004 GN=eno PE=3 SV=1	root (No rank) [1]	0.162037	46.804	4.643898010253906	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NMK9	Enolase OS=Streptococcus sp. DD10 OX=1777878 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.883	4.625953674316406	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MQ08	Enolase OS=Streptococcus sp. DD04 OX=1776578 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.841	4.662910461425781	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D0RVQ2	Enolase OS=Streptococcus sp. 2_1_36FAA OX=469609 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.927	4.638130187988281	3	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F2BSZ1	Pyruvate kinase OS=Streptococcus sanguinis SK1057 OX=888821 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.763	4.929939270019531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F0FS89	Pyruvate kinase OS=Streptococcus sanguinis SK678 OX=888819 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.79	4.920326232910156	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F3UBJ3	Pyruvate kinase OS=Streptococcus sanguinis SK1056 OX=888820 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.746	4.952262878417969	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9E177	Pyruvate kinase OS=Streptococcus sanguinis ATCC 29667 OX=997356 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.792	4.907936096191406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F0IU26	Pyruvate kinase OS=Streptococcus sanguinis SK160 OX=888812 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.762	4.915519714355469	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0B7GJN3	Pyruvate kinase OS=Streptococcus sanguinis OX=1305 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.789	4.942649841308594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F3URE5	Pyruvate kinase OS=Streptococcus sanguinis SK355 OX=888816 GN=pyk PE=3 SV=1	root (No rank) [1]	0.101796	54.76	4.971702575683594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
