Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	A0A0F2CJU8	Elongation factor G OS=Streptococcus cristatus OX=45634 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.729	4.887855529785156	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1GYL6	Elongation factor G OS=Streptococcus oralis subsp. oralis OX=1891914 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.804	4.862968444824219	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081Q4A3	Elongation factor G OS=Streptococcus mitis OX=28037 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.757	4.861579895019531	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2J7NVL5	Elongation factor G OS=Enterococcus avium OX=33945 GN=fusA PE=4 SV=1	root (No rank) [1]	0.050432	76.575	4.828575134277344	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F2C9A5	Elongation factor G OS=Streptococcus sanguinis SK330 OX=888813 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.721	4.864997863769531	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139PB30	Elongation factor G OS=Streptococcus sp. DD11 OX=1777879 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.686	4.819709777832031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0V7YLE1	Elongation factor G OS=Enterococcus faecium OX=1352 GN=fusA PE=3 SV=1	root (No rank) [1]	0.05036	76.694	4.883796691894531	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A132P5J3	Elongation factor G OS=Enterococcus faecium OX=1352 GN=fusA PE=3 SV=1	root (No rank) [1]	0.05036	76.656	4.792259216308594	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1L8MLZ1	Elongation factor G OS=Streptococcus bovimastitidis OX=1856638 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.652	4.839256286621094	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F5MKA9	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.782	4.882514953613281	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G5IPJ4	Elongation factor G OS=Enterococcus saccharolyticus 30_1 OX=742813 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050432	76.831	4.827827453613281	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1H0PLM2	Elongation factor G OS=Streptococcus equinus OX=1335 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.653	4.833168029785156	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A127TTR0	Elongation factor G OS=Streptococcus sp. A12 OX=1759399 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.747	4.863075256347656	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1J0E6	Elongation factor G OS=Streptococcus oralis subsp. dentisani OX=1458253 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.91	4.870018005371094	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A133N7M4	Elongation factor G OS=Enterococcus faecium OX=1352 GN=fusA PE=3 SV=1	root (No rank) [1]	0.05036	76.66	4.831031799316406	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0U0KRV6	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA_3 PE=3 SV=1	root (No rank) [1]	0.050505	76.771	4.864784240722656	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0TGA9	Elongation factor G OS=Streptococcus sp. HMSC062D07 OX=1739461 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.855	4.854637145996094	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1A7TQ39	Elongation factor G OS=Enterococcus faecium OX=1352 GN=fusA_1 PE=3 SV=1	root (No rank) [1]	0.050432	76.534	4.823127746582031	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9DQT5	Elongation factor G OS=Streptococcus sp. HMSC062B01 OX=1739284 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.782	4.882514953613281	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9HFS4	Elongation factor G OS=Streptococcus sp. oral taxon 056 str. F0418 OX=904294 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.788	4.882514953613281	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E8ZSJ9	Elongation factor G OS=Streptococcus sp. HMSC034E03 OX=1739309 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.869	4.857734680175781	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A178K564	Elongation factor G OS=Streptococcus sp. CCUG 49591 OX=1860161 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.813	4.845985412597656	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1H0ZLV2	Elongation factor G OS=Streptococcus equinus OX=1335 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.745	4.852928161621094	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0P6S0C2	Elongation factor G OS=Streptococcus phocae OX=119224 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.498	4.870658874511719	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0B7GSK0	Elongation factor G OS=Streptococcus sanguinis OX=1305 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.722	4.864997863769531	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2RAL0	Elongation factor G OS=Streptococcus thermophilus TH1477 OX=1436725 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.593	4.873115539550781	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HY81	Elongation factor G OS=Streptococcus gordonii OX=1302 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.782	4.882514953613281	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A172Q996	Elongation factor G OS=Streptococcus pantholopis OX=1811193 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.518	4.793861389160156	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2DYA7	Elongation factor G OS=Streptococcus mitis OX=28037 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.799	4.845985412597656	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E2UAD1	Elongation factor G OS=Streptococcus parauberis OX=1348 GN=fus PE=3 SV=1	root (No rank) [1]	0.050578	76.541	4.813835144042969	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139Q518	Elongation factor G OS=Streptococcus oralis OX=1303 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050505	76.811	4.842781066894531	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	Q0WXG4	Elongation factor G OS=Streptococcus equinus OX=1335 GN=EF-G PE=3 SV=1	root (No rank) [1]	0.050578	76.731	4.852928161621094	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1ZS56	Elongation factor G OS=Streptococcus parauberis OX=1348 GN=fusA PE=3 SV=1	root (No rank) [1]	0.050578	76.555	4.813835144042969	2	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F3HCW2	Enolase OS=Streptococcus infantis OX=68892 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.927	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QA14	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.159817	47.528	4.694953918457031	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A127TSM0	Enolase OS=Streptococcus sp. A12 OX=1759399 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.088	4.700721740722656	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A178KJ02	Enolase OS=Streptococcus sp. CCUG 49591 OX=1860161 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.041	4.694953918457031	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1IS63	Enolase OS=Streptococcus oralis subsp. dentisani OX=1458253 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.912	4.613670349121094	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0U0CE57	Enolase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.074	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0T7K4I8	Enolase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.918	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E8UPV9	Enolase OS=Streptococcus sp. HMSC073D05 OX=1739336 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.955	4.669105529785156	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2D2U4	Enolase OS=Streptococcus oralis subsp. oralis OX=1891914 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.813	4.682991027832031	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139RNI8	Enolase OS=Streptococcus oralis OX=1303 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.899	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0B0L3	Enolase OS=Streptococcus sp. HMSC057G03 OX=1715165 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.03	4.663337707519531	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1KPB8	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.148	4.700721740722656	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139MBU8	Enolase OS=Streptococcus oralis OX=1303 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.912	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A100GPC0	Enolase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.086	4.694953918457031	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1H1A7	Enolase OS=Streptococcus sp. HMSC34B10 OX=1608856 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.962	4.643898010253906	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1X1K2J6	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.901	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	E1LKY0	Enolase OS=Streptococcus mitis SK564 OX=585203 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.827	4.682991027832031	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095ZBH3	Enolase OS=Peptoniphilus lacrimalis DNF00528 OX=1401070 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.987	4.632362365722656	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F2DWC3	Enolase OS=Streptococcus infantis OX=68892 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.9	4.598930358886719	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2I1TU62	Enolase OS=Streptococcus parasanguinis OX=1318 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.913	4.638130187988281	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QQC5	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.055	4.693351745605469	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0T7IE38	Enolase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	47.016	4.716102600097656	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A081QYJ6	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.16129	46.871	4.662910461425781	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0T8PWC5	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA_2 PE=3 SV=1	root (No rank) [1]	0.028902	76.569	4.801231384277344	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E8TAP5	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA_2 PE=3 SV=1	root (No rank) [1]	0.028902	76.276	4.911888122558594	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Q8EFD1	Elongation factor G OS=Streptococcus acidominimus OX=1326 GN=fusA PE=3 SV=1	root (No rank) [1]	0.02886	76.59	4.834877014160156	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2K7XKM6	Elongation factor G OS=Streptococcus agalactiae OX=1311 GN=B1H70_09500 PE=4 SV=1	root (No rank) [1]	0.028902	76.595	4.773139953613281	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9QSI3	Elongation factor G OS=Enterococcus faecalis OX=1351 GN=fusA PE=3 SV=1	root (No rank) [1]	0.02886	76.621	4.778160095214844	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	U2QRC4	Elongation factor G OS=Gemella bergeriae ATCC 700627 OX=1321820 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028944	76.242	4.811592102050781	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2I0UXW7	Elongation factor G OS=Lysinibacillus fusiformis OX=28031 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028902	76.354	5.031837463378906	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0T8P1R2	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA_2 PE=3 SV=1	root (No rank) [1]	0.028902	76.321	4.911888122558594	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	C8NH27	Elongation factor G OS=Granulicatella adiacens ATCC 49175 OX=638301 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028777	76.688	4.844062805175781	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1R1EQR2	Elongation factor G OS=Paenibacillus sp. FSL R5-0490 OX=1920424 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028902	76.525	4.896934509277344	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E1RA36	Elongation factor G OS=Listeria monocytogenes serotype 4b str. LL195 OX=1230340 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028409	77.993	4.873435974121094	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D7WZP3	Elongation factor G OS=Lysinibacillus fusiformis ZC1 OX=714961 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028902	76.77	4.977470397949219	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E7E875	Elongation factor G OS=Listeria monocytogenes OX=1639 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028777	76.773	4.845985412597656	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D0BMZ4	Elongation factor G OS=Granulicatella elegans ATCC 700633 OX=626369 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028777	76.645	4.829536437988281	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F7R378	Elongation factor G OS=Bacillus anthracis OX=1392 GN=fusA PE=3 SV=1	root (No rank) [1]	0.028612	77.097	4.938056945800781	1	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
