#peptides,GO term,Name,
132,GO:0008408,3'-5' exonuclease activity,
131,GO:0008878,glucose-1-phosphate adenylyltransferase activity,
128,GO:0004815,aspartate-tRNA ligase activity,
127,GO:0003684,damaged DNA binding,
126,GO:0004615,phosphomannomutase activity,
124,GO:0004802,transketolase activity,
122,GO:0033817,beta-ketoacyl-acyl-carrier-protein synthase II activity,
122,GO:0008804,carbamate kinase activity,
122,GO:0004371,glycerone kinase activity,
122,GO:0004619,phosphoglycerate mutase activity,
121,GO:0004818,glutamate-tRNA ligase activity,
118,GO:0005542,folic acid binding,
118,GO:0030409,glutamate formimidoyltransferase activity,
118,GO:0004614,phosphoglucomutase activity,
117,GO:0016462,pyrophosphatase activity,
117,GO:0004316,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,
117,GO:0020037,heme binding,
115,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",
115,GO:0008889,glycerophosphodiester phosphodiesterase activity,
114,GO:0008815,citrate (pro-3S)-lyase activity,
114,GO:0102132,3-oxo-pimeloyl-[acp] methyl ester reductase activity,
114,GO:0102131,3-oxo-glutaryl-[acp] methyl ester reductase activity,
113,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",
113,GO:0005509,calcium ion binding,
111,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity,
111,GO:0030246,carbohydrate binding,
110,GO:0004807,triose-phosphate isomerase activity,
110,GO:0008177,succinate dehydrogenase (ubiquinone) activity,
107,GO:0004070,aspartate carbamoyltransferase activity,
106,GO:0018580,nitronate monooxygenase activity,
106,GO:0004017,adenylate kinase activity,
106,GO:0004749,ribose phosphate diphosphokinase activity,
105,GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",
104,GO:0015407,monosaccharide-transporting ATPase activity,
104,GO:0008094,DNA-dependent ATPase activity,
102,GO:0004370,glycerol kinase activity,
102,GO:0004829,threonine-tRNA ligase activity,
101,GO:0004019,adenylosuccinate synthase activity,
100,GO:0004314,[acyl-carrier-protein] S-malonyltransferase activity,
100,GO:0004970,ionotropic glutamate receptor activity,
100,GO:0030060,L-malate dehydrogenase activity,
99,GO:0008774,acetaldehyde dehydrogenase (acetylating) activity,
98,GO:0070403,NAD+ binding,
98,GO:0004427,inorganic diphosphatase activity,
98,GO:0004674,protein serine/threonine kinase activity,
96,GO:0070006,metalloaminopeptidase activity,
96,GO:0004832,valine-tRNA ligase activity,
96,GO:0019829,cation-transporting ATPase activity,
95,GO:0016832,aldehyde-lyase activity,
94,GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity",
93,GO:0003922,GMP synthase (glutamine-hydrolyzing) activity,
92,GO:0004521,endoribonuclease activity,
92,GO:0004825,methionine-tRNA ligase activity,
92,GO:0004176,ATP-dependent peptidase activity,
90,GO:0047154,methylmalonyl-CoA carboxytransferase activity,
89,GO:0004845,uracil phosphoribosyltransferase activity,
89,GO:0008235,metalloexopeptidase activity,
89,GO:0004672,protein kinase activity,
87,GO:0004322,ferroxidase activity,
86,GO:0036381,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,
86,GO:0050485,"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor",
86,GO:0047124,"L-erythro-3,5-diaminohexanoate dehydrogenase activity",
84,GO:0008966,phosphoglucosamine mutase activity,
84,GO:0015288,porin activity,
83,GO:0033862,UMP kinase activity,
83,GO:0004816,asparagine-tRNA ligase activity,
83,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,
83,GO:0050662,coenzyme binding,
83,GO:0016757,"transferase activity, transferring glycosyl groups",
83,GO:0004318,enoyl-[acyl-carrier-protein] reductase (NADH) activity,
82,GO:0004347,glucose-6-phosphate isomerase activity,
82,GO:0015562,efflux transmembrane transporter activity,
82,GO:0005215,transporter activity,
82,GO:0003954,NADH dehydrogenase activity,
81,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,
80,GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,
80,GO:0008691,3-hydroxybutyryl-CoA dehydrogenase activity,
79,GO:0008081,phosphoric diester hydrolase activity,
79,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",
79,GO:0016987,bacterial sigma factor activity,
78,GO:0050480,imidazolonepropionase activity,
78,GO:0008901,ferredoxin hydrogenase activity,
78,GO:0004492,methylmalonyl-CoA decarboxylase activity,
78,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,
77,GO:0019134,glucosamine-1-phosphate N-acetyltransferase activity,
77,GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity,
76,GO:0000286,alanine dehydrogenase activity,
76,GO:0008940,nitrate reductase activity,
76,GO:0008720,D-lactate dehydrogenase activity,
75,GO:0004040,amidase activity,
74,GO:0004827,proline-tRNA ligase activity,
74,GO:0003872,6-phosphofructokinase activity,
74,GO:0016151,nickel cation binding,
73,GO:0004821,histidine-tRNA ligase activity,
72,GO:0008965,phosphoenolpyruvate-protein phosphotransferase activity,
72,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",
71,GO:0031177,phosphopantetheine binding,
70,GO:0000036,acyl carrier activity,
70,GO:0004731,purine-nucleoside phosphorylase activity,
70,GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,
69,GO:0008863,formate dehydrogenase (NAD+) activity,
68,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",
68,GO:0004823,leucine-tRNA ligase activity,
68,GO:0004148,dihydrolipoyl dehydrogenase activity,
67,GO:0008184,glycogen phosphorylase activity,
67,GO:0004784,superoxide dismutase activity,
65,GO:0005354,galactose transmembrane transporter activity,
65,GO:0008080,N-acetyltransferase activity,
65,GO:0004197,cysteine-type endopeptidase activity,
64,GO:0003978,UDP-glucose 4-epimerase activity,
64,GO:0008658,penicillin binding,
64,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",
64,GO:0004003,ATP-dependent DNA helicase activity,
63,GO:0102499,SHG alpha-glucan phosphorylase activity,
63,GO:0102250,linear malto-oligosaccharide phosphorylase activity,
63,GO:0030983,mismatched DNA binding,
62,GO:0008814,citrate CoA-transferase activity,
62,GO:0004478,methionine adenosyltransferase activity,
62,GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,
62,GO:0004791,thioredoxin-disulfide reductase activity,
62,GO:0008730,L(+)-tartrate dehydratase activity,
61,GO:0004459,L-lactate dehydrogenase activity,
61,GO:0043023,ribosomal large subunit binding,
60,GO:0008851,ethanolamine ammonia-lyase activity,
60,GO:0042803,protein homodimerization activity,
60,GO:0016149,"translation release factor activity, codon specific",
60,GO:0051087,chaperone binding,
60,GO:0030699,glycine reductase activity,
60,GO:0047982,homocysteine desulfhydrase activity,
59,GO:0004493,methylmalonyl-CoA epimerase activity,
59,GO:0050002,D-proline reductase (dithiol) activity,
59,GO:0008777,acetylornithine deacetylase activity,
58,GO:0016152,mercury (II) reductase activity,
58,GO:0003777,microtubule motor activity,
57,GO:0019808,polyamine binding,
57,GO:0102040,fumarate reductase (menaquinone),
57,GO:0008289,lipid binding,
56,GO:0004181,metallocarboxypeptidase activity,
56,GO:0033748,hydrogenase (acceptor) activity,
56,GO:0016866,intramolecular transferase activity,
55,GO:0045148,tripeptide aminopeptidase activity,
55,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",
54,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity",
54,GO:0003993,acid phosphatase activity,
54,GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",
54,GO:0008017,microtubule binding,
53,GO:0004736,pyruvate carboxylase activity,
52,GO:0008816,citryl-CoA lyase activity,
52,GO:0008763,UDP-N-acetylmuramate-L-alanine ligase activity,
52,GO:0004831,tyrosine-tRNA ligase activity,
51,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,
51,GO:0050193,phosphoketolase activity,
51,GO:0016692,NADH peroxidase activity,
50,GO:0009678,hydrogen-translocating pyrophosphatase activity,
50,GO:0004455,ketol-acid reductoisomerase activity,
50,GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,
50,GO:0004642,phosphoribosylformylglycinamidine synthase activity,
50,GO:0004639,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,
50,GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,
49,GO:0004372,glycine hydroxymethyltransferase activity,
49,GO:0004794,L-threonine ammonia-lyase activity,
48,GO:0004871,signal transducer activity,
48,GO:0003986,acetyl-CoA hydrolase activity,
48,GO:0047905,fructose-6-phosphate phosphoketolase activity,
47,GO:0030151,molybdenum ion binding,
47,GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase,
46,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",
46,GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,
46,GO:0008838,diaminopropionate ammonia-lyase activity,
46,GO:0008137,NADH dehydrogenase (ubiquinone) activity,
46,GO:0004049,anthranilate synthase activity,
45,GO:0015655,alanine:sodium symporter activity,
45,GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,
45,GO:0052852,very-long-chain-(S)-2-hydroxy-acid oxidase activity,
45,GO:0052853,long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity,
45,GO:0052854,medium-chain-(S)-2-hydroxy-acid oxidase activity,
44,GO:0050140,nitrate reductase (cytochrome) activity,
44,GO:0052654,L-leucine transaminase activity,
44,GO:0052655,L-valine transaminase activity,
44,GO:0052656,L-isoleucine transaminase activity,
44,GO:0004830,tryptophan-tRNA ligase activity,
44,GO:0004075,biotin carboxylase activity,
44,GO:0008998,ribonucleoside-triphosphate reductase activity,
44,GO:0016774,"phosphotransferase activity, carboxyl group as acceptor",
43,GO:0016852,sirohydrochlorin cobaltochelatase activity,
43,GO:0033818,beta-ketoacyl-acyl-carrier-protein synthase III activity,
43,GO:0016410,N-acyltransferase activity,
43,GO:0051538,"3 iron, 4 sulfur cluster binding",
43,GO:0008775,acetate CoA-transferase activity,
43,GO:0102391,decanoate-CoA ligase activity,
43,GO:0004467,long-chain fatty acid-CoA ligase activity,
42,GO:0004534,5'-3' exoribonuclease activity,
42,GO:0000774,adenyl-nucleotide exchange factor activity,
42,GO:0003911,DNA ligase (NAD+) activity,
42,GO:0004872,signaling receptor activity,
42,GO:0016743,carboxyl- or carbamoyltransferase activity,
42,GO:0005516,calmodulin binding,
42,GO:0004123,cystathionine gamma-lyase activity,
42,GO:0004658,propionyl-CoA carboxylase activity,
41,GO:0003917,DNA topoisomerase type I activity,
41,GO:0052591,sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity,
41,GO:0009378,four-way junction helicase activity,
40,GO:0005534,galactose binding,
40,GO:0008764,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity,
39,GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",
39,GO:0008712,ADP-glyceromanno-heptose 6-epimerase activity,
39,GO:0008986,"pyruvate, water dikinase activity",
39,GO:0008186,RNA-dependent ATPase activity,
39,GO:0008716,D-alanine-D-alanine ligase activity,
39,GO:0050560,aspartate-tRNA(Asn) ligase activity,
39,GO:0009381,excinuclease ABC activity,
39,GO:0048038,quinone binding,
38,GO:0004335,galactokinase activity,
38,GO:0008817,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity",
38,GO:0005507,copper ion binding,
38,GO:0008912,lactaldehyde reductase activity,
38,GO:0004497,monooxygenase activity,
38,GO:0004435,phosphatidylinositol phospholipase C activity,
38,GO:0016286,small conductance calcium-activated potassium channel activity,
37,GO:0003935,GTP cyclohydrolase II activity,
37,GO:0004751,ribose-5-phosphate isomerase activity,
37,GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",
37,GO:0008973,phosphopentomutase activity,
37,GO:0008760,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity,
37,GO:0003779,actin binding,
36,GO:0031071,cysteine desulfurase activity,
36,GO:0004516,nicotinate phosphoribosyltransferase activity,
36,GO:0004356,glutamate-ammonia ligase activity,
36,GO:0031072,heat shock protein binding,
36,GO:0004008,copper-exporting ATPase activity,
36,GO:0047698,beta-alanyl-CoA ammonia-lyase activity,
35,GO:0004801,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,
35,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,
35,GO:0015144,carbohydrate transmembrane transporter activity,
35,GO:0008785,alkyl hydroperoxide reductase activity,
35,GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+] activity,
35,GO:0004073,aspartate-semialdehyde dehydrogenase activity,
35,GO:0003999,adenine phosphoribosyltransferase activity,
35,GO:0004355,glutamate synthase (NADPH) activity,
34,GO:0047111,formate dehydrogenase (cytochrome-c-553) activity,
34,GO:0015424,amino acid-transporting ATPase activity,
34,GO:0008312,7S RNA binding,
34,GO:0004602,glutathione peroxidase activity,
33,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",
33,GO:0050418,hydroxylamine reductase activity,
33,GO:0003883,CTP synthase activity,
33,GO:0047952,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,
33,GO:0036439,glycerol-3-phosphate dehydrogenase [NADP+] activity,
33,GO:0016840,carbon-nitrogen lyase activity,
33,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",
33,GO:0004812,aminoacyl-tRNA ligase activity,
33,GO:0008271,secondary active sulfate transmembrane transporter activity,
32,GO:0004850,uridine phosphorylase activity,
32,GO:0004803,transposase activity,
32,GO:0008911,lactaldehyde dehydrogenase activity,
31,GO:0004588,orotate phosphoribosyltransferase activity,
31,GO:0043169,cation binding,
31,GO:0033711,4-phosphoerythronate dehydrogenase activity,
31,GO:0004476,mannose-6-phosphate isomerase activity,
31,GO:0004053,arginase activity,
30,GO:0004525,ribonuclease III activity,
30,GO:0004590,orotidine-5'-phosphate decarboxylase activity,
30,GO:0015408,ferric-transporting ATPase activity,
30,GO:0008460,"dTDP-glucose 4,6-dehydratase activity",
30,GO:0008565,protein transporter activity,
30,GO:0004326,tetrahydrofolylpolyglutamate synthase activity,
30,GO:0008324,cation transmembrane transporter activity,
30,GO:0016788,"hydrolase activity, acting on ester bonds",
29,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,
29,GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity,
29,GO:0004359,glutaminase activity,
29,GO:0015430,glycerol-3-phosphate-transporting ATPase activity,
29,GO:0003774,motor activity,
28,GO:0004817,cysteine-tRNA ligase activity,
28,GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,
28,GO:0008831,dTDP-4-dehydrorhamnose reductase activity,
28,GO:0004775,succinate-CoA ligase (ADP-forming) activity,
28,GO:0003678,DNA helicase activity,
28,GO:0009982,pseudouridine synthase activity,
28,GO:0003968,RNA-directed 5'-3' RNA polymerase activity,
28,GO:0050446,azobenzene reductase activity,
27,GO:0034023,5-(carboxyamino)imidazole ribonucleotide mutase activity,
27,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",
27,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",
27,GO:0004462,lactoylglutathione lyase activity,
27,GO:0030280,structural constituent of epidermis,
27,GO:0003859,3-hydroxybutyryl-CoA dehydratase activity,
27,GO:0004029,aldehyde dehydrogenase (NAD) activity,
26,GO:0004657,proline dehydrogenase activity,
26,GO:0008782,adenosylhomocysteine nucleosidase activity,
26,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,
26,GO:0008234,cysteine-type peptidase activity,
26,GO:0043531,ADP binding,
26,GO:0004072,aspartate kinase activity,
26,GO:0004527,exonuclease activity,
26,GO:0047516,"1,3-propanediol dehydrogenase activity",
25,GO:0016993,precorrin-8X methylmutase activity,
25,GO:0003844,"1,4-alpha-glucan branching enzyme activity",
25,GO:0102752,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)",
25,GO:0008930,methylthioadenosine nucleosidase activity,
25,GO:0004180,carboxypeptidase activity,
25,GO:0003910,DNA ligase (ATP) activity,
25,GO:0042802,identical protein binding,
25,GO:0004930,G-protein coupled receptor activity,
25,GO:0047553,2-oxoglutarate synthase activity,
24,GO:0004422,hypoxanthine phosphoribosyltransferase activity,
24,GO:0052657,guanine phosphoribosyltransferase activity,
24,GO:0004071,aspartate-ammonia ligase activity,
24,GO:0008995,ribonuclease E activity,
24,GO:0003941,L-serine ammonia-lyase activity,
24,GO:0004067,asparaginase activity,
24,GO:0008381,mechanosensitive ion channel activity,
24,GO:0015595,spermidine-importing ATPase activity,
24,GO:0015594,putrescine-importing ATPase activity,
24,GO:0008170,N-methyltransferase activity,
24,GO:0004834,tryptophan synthase activity,
24,GO:0003962,cystathionine gamma-synthase activity,
24,GO:0009040,ureidoglycolate dehydrogenase activity,
23,GO:0004373,glycogen (starch) synthase activity,
23,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,
23,GO:0003961,O-acetylhomoserine aminocarboxypropyltransferase activity,
23,GO:0019825,oxygen binding,
23,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",
23,GO:0009014,succinyl-diaminopimelate desuccinylase activity,
23,GO:0004854,xanthine dehydrogenase activity,
23,GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity,
22,GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity",
22,GO:0015572,N-acetylglucosamine transmembrane transporter activity,
22,GO:0004412,homoserine dehydrogenase activity,
22,GO:0004076,biotin synthase activity,
22,GO:0070063,RNA polymerase binding,
22,GO:0019152,acetoin dehydrogenase activity,
22,GO:0004139,deoxyribose-phosphate aldolase activity,
22,GO:0004851,uroporphyrin-III C-methyltransferase activity,
22,GO:0004340,glucokinase activity,
21,GO:0008097,5S rRNA binding,
21,GO:0033201,"alpha-1,4-glucan synthase activity",
21,GO:0009011,starch synthase activity,
21,GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,
21,GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,
21,GO:0051991,"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity",
21,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,
21,GO:0015078,proton transmembrane transporter activity,
21,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,
21,GO:0000721,"(R,R)-butanediol dehydrogenase activity",
20,GO:0008859,exoribonuclease II activity,
20,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,
20,GO:0008795,NAD+ synthase activity,
20,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,
20,GO:0016776,"phosphotransferase activity, phosphate group as acceptor",
20,GO:0008765,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity",
20,GO:0004170,dUTP diphosphatase activity,
20,GO:0015558,secondary active p-aminobenzoyl-glutamate transmembrane transporter activity,
20,GO:0016209,antioxidant activity,
20,GO:0000179,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",
20,GO:0009001,serine O-acetyltransferase activity,
20,GO:0052587,diacetyl reductase ((R)-acetoin forming) activity,
20,GO:0004797,thymidine kinase activity,
19,GO:0008750,NAD(P)+ transhydrogenase (AB-specific) activity,
19,GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,
19,GO:0008784,alanine racemase activity,
19,GO:0004015,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,
19,GO:0004375,glycine dehydrogenase (decarboxylating) activity,
19,GO:0071949,FAD binding,
18,GO:0050415,formimidoylglutamase activity,
18,GO:0008379,thioredoxin peroxidase activity,
18,GO:0015079,potassium ion transmembrane transporter activity,
18,GO:0017111,nucleoside-triphosphatase activity,
18,GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,
18,GO:0004819,glutamine-tRNA ligase activity,
18,GO:0008661,1-deoxy-D-xylulose-5-phosphate synthase activity,
18,GO:0015643,toxic substance binding,
18,GO:0005504,fatty acid binding,
18,GO:0008144,drug binding,
18,GO:0080130,L-phenylalanine:2-oxoglutarate aminotransferase activity,
17,GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity,
17,GO:0008705,methionine synthase activity,
17,GO:0047429,nucleoside-triphosphate diphosphatase activity,
17,GO:0008968,D-sedoheptulose 7-phosphate isomerase activity,
17,GO:0004160,dihydroxy-acid dehydratase activity,
