#peptides,GO term,Name,
17,GO:0009146,purine nucleoside triphosphate catabolic process,
17,GO:0006528,asparagine metabolic process,
17,GO:0015821,methionine transport,
17,GO:2001061,D-glycero-D-manno-heptose 7-phosphate biosynthetic process,
17,GO:0006450,regulation of translational fidelity,
17,GO:0006529,asparagine biosynthetic process,
17,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,
16,GO:0015991,ATP hydrolysis coupled proton transport,
16,GO:0006306,DNA methylation,
16,GO:0006107,oxaloacetate metabolic process,
16,GO:0000162,tryptophan biosynthetic process,
16,GO:0009082,branched-chain amino acid biosynthetic process,
15,GO:0006308,DNA catabolic process,
15,GO:0009372,quorum sensing,
15,GO:0017013,protein flavinylation,
15,GO:0006183,GTP biosynthetic process,
15,GO:0009396,folic acid-containing compound biosynthetic process,
15,GO:0042773,ATP synthesis coupled electron transport,
15,GO:0006914,autophagy,
14,GO:0002949,tRNA threonylcarbamoyladenosine modification,
14,GO:0046656,folic acid biosynthetic process,
14,GO:0008652,cellular amino acid biosynthetic process,
14,GO:0052865,1-deoxy-D-xylulose 5-phosphate biosynthetic process,
14,GO:0009234,menaquinone biosynthetic process,
14,GO:0006465,signal peptide processing,
14,GO:0039694,viral RNA genome replication,
14,GO:0035023,regulation of Rho protein signal transduction,
14,GO:0001895,retina homeostasis,
14,GO:0009395,phospholipid catabolic process,
13,GO:0009691,cytokinin biosynthetic process,
13,GO:0070084,protein initiator methionine removal,
13,GO:0042355,L-fucose catabolic process,
13,GO:0051259,protein complex oligomerization,
13,GO:0016998,cell wall macromolecule catabolic process,
13,GO:0015941,pantothenate catabolic process,
13,GO:0007062,sister chromatid cohesion,
13,GO:0006270,DNA replication initiation,
13,GO:0006522,alanine metabolic process,
13,GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",
13,GO:0006695,cholesterol biosynthetic process,
13,GO:0006511,ubiquitin-dependent protein catabolic process,
13,GO:0002181,cytoplasmic translation,
13,GO:0033014,tetrapyrrole biosynthetic process,
13,GO:0043312,neutrophil degranulation,
13,GO:0042730,fibrinolysis,
13,GO:0045765,regulation of angiogenesis,
12,GO:0046854,phosphatidylinositol phosphorylation,
12,GO:0045109,intermediate filament organization,
12,GO:0015977,carbon fixation,
12,GO:0019062,virion attachment to host cell,
12,GO:0051028,mRNA transport,
12,GO:0008655,pyrimidine-containing compound salvage,
12,GO:0006397,mRNA processing,
12,GO:0061077,chaperone-mediated protein folding,
11,GO:0045900,negative regulation of translational elongation,
11,GO:0030490,maturation of SSU-rRNA,
11,GO:0032265,XMP salvage,
11,GO:0016051,carbohydrate biosynthetic process,
11,GO:0008295,spermidine biosynthetic process,
11,GO:0006817,phosphate ion transport,
11,GO:0006268,DNA unwinding involved in DNA replication,
11,GO:0006537,glutamate biosynthetic process,
11,GO:0006338,chromatin remodeling,
11,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,
11,GO:0008284,positive regulation of cell proliferation,
11,GO:0019343,cysteine biosynthetic process via cystathionine,
11,GO:0019546,arginine deiminase pathway,
10,GO:0015944,formate oxidation,
10,GO:0033468,CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,
10,GO:0010608,posttranscriptional regulation of gene expression,
10,GO:0006109,regulation of carbohydrate metabolic process,
10,GO:0019430,removal of superoxide radicals,
10,GO:0000921,septin ring assembly,
10,GO:0006596,polyamine biosynthetic process,
10,GO:0008544,epidermis development,
10,GO:0006334,nucleosome assembly,
10,GO:0060271,cilium assembly,
10,GO:0046761,viral budding from plasma membrane,
10,GO:0019346,transsulfuration,
9,GO:0032955,regulation of division septum assembly,
9,GO:0070395,lipoteichoic acid biosynthetic process,
9,GO:0071705,nitrogen compound transport,
9,GO:0006829,zinc ion transport,
9,GO:0019856,pyrimidine nucleobase biosynthetic process,
9,GO:0000270,peptidoglycan metabolic process,
9,GO:0009072,aromatic amino acid family metabolic process,
9,GO:0043039,tRNA aminoacylation,
9,GO:0070814,hydrogen sulfide biosynthetic process,
9,GO:0006357,regulation of transcription by RNA polymerase II,
9,GO:0043711,pilus organization,
9,GO:0034599,cellular response to oxidative stress,
8,GO:0046999,regulation of conjugation,
8,GO:0006051,N-acetylmannosamine metabolic process,
8,GO:0006228,UTP biosynthetic process,
8,GO:0042450,arginine biosynthetic process via ornithine,
8,GO:0009052,"pentose-phosphate shunt, non-oxidative branch",
8,GO:0046416,D-amino acid metabolic process,
8,GO:0015628,protein secretion by the type II secretion system,
8,GO:0101030,tRNA-guanine transglycosylation,
8,GO:0045493,xylan catabolic process,
8,GO:0043335,protein unfolding,
8,GO:0009229,thiamine diphosphate biosynthetic process,
8,GO:0043588,skin development,
8,GO:0000724,double-strand break repair via homologous recombination,
8,GO:0006401,RNA catabolic process,
8,GO:0006744,ubiquinone biosynthetic process,
8,GO:0045893,"positive regulation of transcription, DNA-templated",
8,GO:0009607,response to biotic stimulus,
8,GO:0039654,fusion of virus membrane with host endosome membrane,
8,GO:0007005,mitochondrion organization,
8,GO:0006004,fucose metabolic process,
8,GO:0030036,actin cytoskeleton organization,
7,GO:0015689,molybdate ion transport,
7,GO:0046855,inositol phosphate dephosphorylation,
7,GO:0071436,sodium ion export across plasma membrane,
7,GO:0009305,protein biotinylation,
7,GO:0009443,pyridoxal 5'-phosphate salvage,
7,GO:0006235,dTTP biosynthetic process,
7,GO:0019281,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,
7,GO:0051144,propanediol catabolic process,
7,GO:0019318,hexose metabolic process,
7,GO:0018160,peptidyl-pyrromethane cofactor linkage,
7,GO:0030091,protein repair,
7,GO:0006047,UDP-N-acetylglucosamine metabolic process,
7,GO:0009254,peptidoglycan turnover,
7,GO:0051131,chaperone-mediated protein complex assembly,
7,GO:0006571,tyrosine biosynthetic process,
7,GO:0008615,pyridoxine biosynthetic process,
7,GO:0032049,cardiolipin biosynthetic process,
7,GO:0006825,copper ion transport,
7,GO:0015940,pantothenate biosynthetic process,
7,GO:0009249,protein lipoylation,
7,GO:0031047,gene silencing by RNA,
7,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",
7,GO:0090286,cytoskeletal anchoring at nuclear membrane,
7,GO:0042121,alginic acid biosynthetic process,
7,GO:0009190,cyclic nucleotide biosynthetic process,
7,GO:0008610,lipid biosynthetic process,
7,GO:0008380,RNA splicing,
7,GO:0007264,small GTPase mediated signal transduction,
7,GO:0000725,recombinational repair,
7,GO:0007166,cell surface receptor signaling pathway,
7,GO:0016477,cell migration,
6,GO:0045490,pectin catabolic process,
6,GO:0006307,DNA dealkylation involved in DNA repair,
6,GO:0006231,dTMP biosynthetic process,
6,GO:0019932,second-messenger-mediated signaling,
6,GO:0009060,aerobic respiration,
6,GO:1901891,regulation of cell septum assembly,
6,GO:0019510,S-adenosylhomocysteine catabolic process,
6,GO:0045936,negative regulation of phosphate metabolic process,
6,GO:0030643,cellular phosphate ion homeostasis,
6,GO:0019478,D-amino acid catabolic process,
6,GO:0006536,glutamate metabolic process,
6,GO:0044571,[2Fe-2S] cluster assembly,
6,GO:0009297,pilus assembly,
6,GO:0006747,FAD biosynthetic process,
6,GO:0009398,FMN biosynthetic process,
6,GO:0018364,peptidyl-glutamine methylation,
6,GO:0006564,L-serine biosynthetic process,
6,GO:0051607,defense response to virus,
6,GO:0006646,phosphatidylethanolamine biosynthetic process,
6,GO:0006275,regulation of DNA replication,
6,GO:0070125,mitochondrial translational elongation,
6,GO:0006808,regulation of nitrogen utilization,
6,GO:0006086,acetyl-CoA biosynthetic process from pyruvate,
6,GO:0031460,glycine betaine transport,
6,GO:0015757,galactose transmembrane transport,
6,GO:0006754,ATP biosynthetic process,
6,GO:0009246,enterobacterial common antigen biosynthetic process,
6,GO:0000723,telomere maintenance,
6,GO:0039520,induction by virus of host autophagy,
6,GO:0046718,viral entry into host cell,
6,GO:0009723,response to ethylene,
6,GO:0009658,chloroplast organization,
6,GO:0048564,photosystem I assembly,
6,GO:0009416,response to light stimulus,
6,GO:0010207,photosystem II assembly,
6,GO:0043157,response to cation stress,
6,GO:0060359,response to ammonium ion,
6,GO:0009959,negative gravitropism,
6,GO:0010027,thylakoid membrane organization,
6,GO:0000103,sulfate assimilation,
6,GO:0006222,UMP biosynthetic process,
6,GO:0006303,double-strand break repair via nonhomologous end joining,
6,GO:0007015,actin filament organization,
6,GO:0006075,(1->3)-beta-D-glucan biosynthetic process,
6,GO:0006897,endocytosis,
6,GO:0003341,cilium movement,
6,GO:0006915,apoptotic process,
6,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",
6,GO:0070941,eisosome assembly,
5,GO:0006751,glutathione catabolic process,
5,GO:0019670,anaerobic glutamate catabolic process,
5,GO:0005996,monosaccharide metabolic process,
5,GO:0006576,cellular biogenic amine metabolic process,
5,GO:0046373,L-arabinose metabolic process,
5,GO:0032008,positive regulation of TOR signaling,
5,GO:0042256,mature ribosome assembly,
5,GO:0090071,negative regulation of ribosome biogenesis,
5,GO:0017148,negative regulation of translation,
5,GO:0030152,bacteriocin biosynthetic process,
5,GO:0046110,xanthine metabolic process,
5,GO:0046174,polyol catabolic process,
5,GO:0019512,lactose catabolic process via tagatose-6-phosphate,
5,GO:0006449,regulation of translational termination,
5,GO:0019553,glutamate catabolic process via L-citramalate,
5,GO:0046496,nicotinamide nucleotide metabolic process,
5,GO:0035998,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process",
5,GO:0055129,L-proline biosynthetic process,
5,GO:0006855,drug transmembrane transport,
5,GO:0097264,self proteolysis,
5,GO:0006741,NADP biosynthetic process,
5,GO:0019674,NAD metabolic process,
5,GO:0006783,heme biosynthetic process,
5,GO:0007275,multicellular organism development,
5,GO:0051276,chromosome organization,
5,GO:0006144,purine nucleobase metabolic process,
5,GO:0030488,tRNA methylation,
5,GO:0019079,viral genome replication,
5,GO:0051225,spindle assembly,
5,GO:0006486,protein glycosylation,
5,GO:0042351,'de novo' GDP-L-fucose biosynthetic process,
5,GO:0009063,cellular amino acid catabolic process,
5,GO:0006635,fatty acid beta-oxidation,
5,GO:0005993,trehalose catabolic process,
5,GO:0010411,xyloglucan metabolic process,
5,GO:0042546,cell wall biogenesis,
5,GO:0019064,fusion of virus membrane with host plasma membrane,
5,GO:0075512,clathrin-dependent endocytosis of virus by host cell,
5,GO:0016049,cell growth,
5,GO:0019082,viral protein processing,
5,GO:0006370,7-methylguanosine mRNA capping,
4,GO:0006229,dUTP biosynthetic process,
4,GO:0016024,CDP-diacylglycerol biosynthetic process,
4,GO:0006147,guanine catabolic process,
4,GO:0009220,pyrimidine ribonucleotide biosynthetic process,
4,GO:2001059,D-tagatose 6-phosphate catabolic process,
4,GO:0070475,rRNA base methylation,
4,GO:0006220,pyrimidine nucleotide metabolic process,
4,GO:0006163,purine nucleotide metabolic process,
4,GO:0000453,enzyme-directed rRNA 2'-O-methylation,
4,GO:0044781,bacterial-type flagellum organization,
4,GO:0007179,transforming growth factor beta receptor signaling pathway,
4,GO:0005980,glycogen catabolic process,
4,GO:0001678,cellular glucose homeostasis,
4,GO:0051604,protein maturation,
4,GO:0022904,respiratory electron transport chain,
4,GO:0043571,maintenance of CRISPR repeat elements,
4,GO:0006545,glycine biosynthetic process,
4,GO:0030216,keratinocyte differentiation,
4,GO:0007605,sensory perception of sound,
4,GO:0001514,selenocysteine incorporation,
4,GO:0006799,polyphosphate biosynthetic process,
4,GO:0006534,cysteine metabolic process,
4,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",
4,GO:0016567,protein ubiquitination,
4,GO:0039502,suppression by virus of host type I interferon-mediated signaling pathway,
4,GO:0019628,urate catabolic process,
4,GO:0006097,glyoxylate cycle,
4,GO:2000184,positive regulation of progesterone biosynthetic process,
4,GO:1903494,response to dehydroepiandrosterone,
4,GO:1903496,response to 11-deoxycorticosterone,
4,GO:1903456,"positive regulation of androst-4-ene-3,17-dione biosynthetic process",
4,GO:0032570,response to progesterone,
4,GO:2000839,positive regulation of androstenedione secretion,
4,GO:2000872,positive regulation of progesterone secretion,
4,GO:0032355,response to estradiol,
4,GO:0060416,response to growth hormone,
4,GO:0031119,tRNA pseudouridine synthesis,
4,GO:0032958,inositol phosphate biosynthetic process,
4,GO:0018298,protein-chromophore linkage,
4,GO:0015765,methylgalactoside transport,
4,GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",
4,GO:0071709,membrane assembly,
4,GO:0060304,regulation of phosphatidylinositol dephosphorylation,
4,GO:0006891,intra-Golgi vesicle-mediated transport,
4,GO:0016579,protein deubiquitination,
4,GO:0050821,protein stabilization,
4,GO:0030254,protein secretion by the type III secretion system,
4,GO:0006206,pyrimidine nucleobase metabolic process,
4,GO:0009733,response to auxin,
4,GO:0008285,negative regulation of cell proliferation,
4,GO:0043456,regulation of pentose-phosphate shunt,
4,GO:0007131,reciprocal meiotic recombination,
4,GO:0090114,COPII-coated vesicle budding,
4,GO:0051492,regulation of stress fiber assembly,
4,GO:0006888,ER to Golgi vesicle-mediated transport,
4,GO:0006336,DNA replication-independent nucleosome assembly,
4,GO:0000398,"mRNA splicing, via spliceosome",
4,GO:0016539,intein-mediated protein splicing,
4,GO:0046952,ketone body catabolic process,
4,GO:0016570,histone modification,
4,GO:0016236,macroautophagy,
4,GO:0031668,cellular response to extracellular stimulus,
4,GO:0017000,antibiotic biosynthetic process,
4,GO:0043486,histone exchange,
4,GO:0070979,protein K11-linked ubiquitination,
3,GO:0030255,protein secretion by the type IV secretion system,
3,GO:0006461,protein-containing complex assembly,
3,GO:0006878,cellular copper ion homeostasis,
3,GO:0044211,CTP salvage,
3,GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",
3,GO:0051103,DNA ligation involved in DNA repair,
