#peptides,GO term,Name,
3,GO:0000942,condensed nuclear chromosome outer kinetochore,
3,GO:0097125,cyclin B1-CDK1 complex,
3,GO:1904813,ficolin-1-rich granule lumen,
3,GO:0072562,blood microparticle,
3,GO:0031012,extracellular matrix,
3,GO:0005869,dynactin complex,
3,GO:0000502,proteasome complex,
3,GO:0016602,CCAAT-binding factor complex,
3,GO:0048188,Set1C/COMPASS complex,
2,GO:0009316,3-isopropylmalate dehydratase complex,
2,GO:0033179,"proton-transporting V-type ATPase, V0 domain",
2,GO:0009428,"bacterial-type flagellum basal body, distal rod, P ring",
2,GO:0005764,lysosome,
2,GO:0009276,Gram-negative-bacterium-type cell wall,
2,GO:0031514,motile cilium,
2,GO:0030430,host cell cytoplasm,
2,GO:0019012,virion,
2,GO:0015627,type II protein secretion system complex,
2,GO:0030132,clathrin coat of coated pit,
2,GO:0030130,clathrin coat of trans-Golgi network vesicle,
2,GO:0030056,hemidesmosome,
2,GO:0043229,intracellular organelle,
2,GO:0009925,basal plasma membrane,
2,GO:0016324,apical plasma membrane,
2,GO:0005578,proteinaceous extracellular matrix,
2,GO:0031471,ethanolamine degradation polyhedral organelle,
2,GO:0043231,intracellular membrane-bounded organelle,
2,GO:0042613,MHC class II protein complex,
2,GO:0005801,cis-Golgi network,
2,GO:0031251,PAN complex,
2,GO:0033644,host cell membrane,
2,GO:0017119,Golgi transport complex,
2,GO:0000781,"chromosome, telomeric region",
2,GO:0022625,cytosolic large ribosomal subunit,
2,GO:0030127,COPII vesicle coat,
2,GO:0000439,core TFIIH complex,
2,GO:0044165,host cell endoplasmic reticulum,
2,GO:0012505,endomembrane system,
2,GO:0032040,small-subunit processome,
2,GO:0034707,chloride channel complex,
2,GO:0016323,basolateral plasma membrane,
2,GO:0005844,polysome,
2,GO:0031519,PcG protein complex,
2,GO:0005839,proteasome core complex,
2,GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)",
2,GO:0030870,Mre11 complex,
2,GO:0016514,SWI/SNF complex,
2,GO:0032126,eisosome,
2,GO:0071339,MLL1 complex,
2,GO:0044167,host cell endoplasmic reticulum membrane,
2,GO:0031838,haptoglobin-hemoglobin complex,
2,GO:0010494,cytoplasmic stress granule,
1,GO:0033573,high-affinity iron permease complex,
1,GO:0009424,bacterial-type flagellum hook,
1,GO:0043684,type IV secretion system complex,
1,GO:0005884,actin filament,
1,GO:0005785,signal recognition particle receptor complex,
1,GO:0039618,T=pseudo3 icosahedral viral capsid,
1,GO:0044162,host cell cytoplasmic vesicle membrane,
1,GO:0044385,integral to membrane of host cell,
1,GO:1990334,Bfa1-Bub2 complex,
1,GO:0008076,voltage-gated potassium channel complex,
1,GO:0034464,BBSome,
1,GO:0009506,plasmodesma,
1,GO:0048046,apoplast,
1,GO:0070971,endoplasmic reticulum exit site,
1,GO:0046695,SLIK (SAGA-like) complex,
1,GO:0000124,SAGA complex,
1,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,
1,GO:0009425,bacterial-type flagellum basal body,
1,GO:0044220,host cell perinuclear region of cytoplasm,
1,GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",
1,GO:0031932,TORC2 complex,
1,GO:0031931,TORC1 complex,
1,GO:0045211,postsynaptic membrane,
1,GO:0000775,"chromosome, centromeric region",
1,GO:0031618,nuclear pericentric heterochromatin,
1,GO:1902377,nuclear rDNA heterochromatin,
1,GO:1990707,nuclear subtelomeric heterochromatin,
1,GO:0031934,mating-type region heterochromatin,
1,GO:0030658,transport vesicle membrane,
1,GO:0000159,protein phosphatase type 2A complex,
1,GO:0016605,PML body,
1,GO:0035061,interchromatin granule,
1,GO:0035861,site of double-strand break,
1,GO:0000803,sex chromosome,
1,GO:0005746,mitochondrial respiratory chain,
1,GO:0008622,epsilon DNA polymerase complex,
1,GO:0000808,origin recognition complex,
1,GO:0009289,pilus,
1,GO:0046658,anchored component of plasma membrane,
1,GO:0030991,intraciliary transport particle A,
1,GO:0045025,mitochondrial degradosome,
1,GO:0042555,MCM complex,
1,GO:0033596,TSC1-TSC2 complex,
1,GO:0005942,phosphatidylinositol 3-kinase complex,
1,GO:0035253,ciliary rootlet,
1,GO:0071564,npBAF complex,
1,GO:0005643,nuclear pore,
1,GO:0005814,centriole,
1,GO:0030141,secretory granule,
1,GO:0042406,extrinsic component of endoplasmic reticulum membrane,
1,GO:1990871,Vma12-Vma22 assembly complex,
1,GO:0005681,spliceosomal complex,
1,GO:0097546,ciliary base,
1,GO:0036064,ciliary basal body,
1,GO:0032391,photoreceptor connecting cilium,
1,GO:0097539,ciliary transition fiber,
1,GO:0000940,condensed chromosome outer kinetochore,
1,GO:0030496,midbody,
1,GO:0005635,nuclear envelope,
1,GO:0016363,nuclear matrix,
1,GO:0005669,transcription factor TFIID complex,
1,GO:0045098,type III intermediate filament,
1,GO:0019866,organelle inner membrane,
1,GO:0005925,focal adhesion,
1,GO:0030981,cortical microtubule cytoskeleton,
1,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,
1,GO:0090575,RNA polymerase II transcription factor complex,
1,GO:0071540,"eukaryotic translation initiation factor 3 complex, eIF3e",
1,GO:0033290,eukaryotic 48S preinitiation complex,
1,GO:0016282,eukaryotic 43S preinitiation complex,
1,GO:0042646,plastid nucleoid,
1,GO:0009339,glycolate oxidase complex,
1,GO:0000329,fungal-type vacuole membrane,
1,GO:0005762,mitochondrial large ribosomal subunit,
1,GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane,
1,GO:0005667,transcription factor complex,
