#peptides,GO term,Name,
140,GO:0006418,tRNA aminoacylation for protein translation,
136,GO:0044238,primary metabolic process,
136,GO:0006422,aspartyl-tRNA aminoacylation,
136,GO:0009073,aromatic amino acid family biosynthetic process,
135,GO:0044210,'de novo' CTP biosynthetic process,
134,GO:1901137,carbohydrate derivative biosynthetic process,
133,GO:0006434,seryl-tRNA aminoacylation,
132,GO:0009408,response to heat,
132,GO:0006415,translational termination,
131,GO:0006526,arginine biosynthetic process,
126,GO:0006542,glutamine biosynthetic process,
126,GO:0009399,nitrogen fixation,
126,GO:0006438,valyl-tRNA aminoacylation,
123,GO:0097056,selenocysteinyl-tRNA(Sec) biosynthetic process,
122,GO:0016260,selenocysteine biosynthetic process,
122,GO:0009423,chorismate biosynthetic process,
120,GO:0005978,glycogen biosynthetic process,
120,GO:0006428,isoleucyl-tRNA aminoacylation,
120,GO:0030163,protein catabolic process,
117,GO:0006556,S-adenosylmethionine biosynthetic process,
116,GO:0009250,glucan biosynthetic process,
115,GO:0043094,cellular metabolic compound salvage,
115,GO:0019556,histidine catabolic process to glutamate and formamide,
115,GO:0019557,histidine catabolic process to glutamate and formate,
114,GO:0019264,glycine biosynthetic process from serine,
114,GO:0019521,D-gluconate metabolic process,
112,GO:0009117,nucleotide metabolic process,
111,GO:0006424,glutamyl-tRNA aminoacylation,
110,GO:0008033,tRNA processing,
106,GO:0006166,purine ribonucleoside salvage,
104,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,
104,GO:0009098,leucine biosynthetic process,
102,GO:0045892,"negative regulation of transcription, DNA-templated",
99,GO:0006431,methionyl-tRNA aminoacylation,
98,GO:0008654,phospholipid biosynthetic process,
96,GO:0008643,carbohydrate transport,
94,GO:0009435,NAD biosynthetic process,
94,GO:0019538,protein metabolic process,
91,GO:0006807,nitrogen compound metabolic process,
90,GO:0042777,plasma membrane ATP synthesis coupled proton transport,
89,GO:0009103,lipopolysaccharide biosynthetic process,
88,GO:0042126,nitrate metabolic process,
88,GO:0006508,proteolysis,
87,GO:2001059,D-tagatose 6-phosphate catabolic process,
86,GO:0042853,L-alanine catabolic process,
85,GO:0009086,methionine biosynthetic process,
83,GO:0006525,arginine metabolic process,
82,GO:0016310,phosphorylation,
81,GO:0000027,ribosomal large subunit assembly,
80,GO:0006429,leucyl-tRNA aminoacylation,
80,GO:0006433,prolyl-tRNA aminoacylation,
79,GO:0000902,cell morphogenesis,
77,GO:0019516,lactate oxidation,
76,GO:0006979,response to oxidative stress,
75,GO:0006535,cysteine biosynthetic process from serine,
73,GO:0006048,UDP-N-acetylglucosamine biosynthetic process,
73,GO:0006400,tRNA modification,
71,GO:0000921,septin ring assembly,
68,GO:0006437,tyrosyl-tRNA aminoacylation,
68,GO:0042274,ribosomal small subunit biogenesis,
67,GO:0045150,acetoin catabolic process,
66,GO:0030152,bacteriocin biosynthetic process,
65,GO:0019251,anaerobic cobalamin biosynthetic process,
65,GO:0006354,"DNA-templated transcription, elongation",
64,GO:0019512,lactose catabolic process via tagatose-6-phosphate,
63,GO:0015977,carbon fixation,
62,GO:0006427,histidyl-tRNA aminoacylation,
62,GO:0006107,oxaloacetate metabolic process,
62,GO:0006164,purine nucleotide biosynthetic process,
61,GO:0006012,galactose metabolic process,
61,GO:0015992,proton transmembrane transport,
60,GO:0032264,IMP salvage,
60,GO:0006518,peptide metabolic process,
60,GO:0009267,cellular response to starvation,
60,GO:0043066,negative regulation of apoptotic process,
59,GO:0019277,UDP-N-acetylgalactosamine biosynthetic process,
57,GO:0006011,UDP-glucose metabolic process,
57,GO:0006814,sodium ion transport,
56,GO:0071266,'de novo' L-methionine biosynthetic process,
55,GO:0006241,CTP biosynthetic process,
55,GO:0019836,hemolysis by symbiont of host erythrocytes,
55,GO:0051659,maintenance of mitochondrion location,
53,GO:0070395,lipoteichoic acid biosynthetic process,
52,GO:0009605,response to external stimulus,
52,GO:0009081,branched-chain amino acid metabolic process,
52,GO:0007059,chromosome segregation,
50,GO:0006423,cysteinyl-tRNA aminoacylation,
49,GO:0015833,peptide transport,
49,GO:0000105,histidine biosynthetic process,
49,GO:0006289,nucleotide-excision repair,
49,GO:0009082,branched-chain amino acid biosynthetic process,
48,GO:0009263,deoxyribonucleotide biosynthetic process,
48,GO:0046034,ATP metabolic process,
47,GO:0046168,glycerol-3-phosphate catabolic process,
47,GO:0006650,glycerophospholipid metabolic process,
47,GO:0046167,glycerol-3-phosphate biosynthetic process,
46,GO:0006450,regulation of translational fidelity,
46,GO:0001522,pseudouridine synthesis,
45,GO:0019358,nicotinate nucleotide salvage,
45,GO:0001123,transcription initiation from bacterial-type RNA polymerase promoter,
45,GO:0045226,extracellular polysaccharide biosynthetic process,
45,GO:0015074,DNA integration,
44,GO:0046386,deoxyribose phosphate catabolic process,
44,GO:0016052,carbohydrate catabolic process,
44,GO:0007586,digestion,
43,GO:0006531,aspartate metabolic process,
43,GO:0006220,pyrimidine nucleotide metabolic process,
42,GO:0046654,tetrahydrofolate biosynthetic process,
42,GO:0006401,RNA catabolic process,
42,GO:0097171,ADP-L-glycero-beta-D-manno-heptose biosynthetic process,
42,GO:0042426,choline catabolic process,
41,GO:0006749,glutathione metabolic process,
41,GO:0071705,nitrogen compound transport,
41,GO:0005988,lactose metabolic process,
40,GO:0006228,UTP biosynthetic process,
40,GO:0006183,GTP biosynthetic process,
40,GO:0006470,protein dephosphorylation,
40,GO:0009253,peptidoglycan catabolic process,
40,GO:0009228,thiamine biosynthetic process,
39,GO:0006421,asparaginyl-tRNA aminoacylation,
38,GO:0008295,spermidine biosynthetic process,
37,GO:0006782,protoporphyrinogen IX biosynthetic process,
37,GO:0008299,isoprenoid biosynthetic process,
36,GO:0043171,peptide catabolic process,
34,GO:0016485,protein processing,
34,GO:0009306,protein secretion,
34,GO:0006352,"DNA-templated transcription, initiation",
34,GO:0007018,microtubule-based movement,
34,GO:0009611,response to wounding,
33,GO:0009225,nucleotide-sugar metabolic process,
33,GO:0019354,siroheme biosynthetic process,
33,GO:0006449,regulation of translational termination,
33,GO:0006935,chemotaxis,
32,GO:2001295,malonyl-CoA biosynthetic process,
32,GO:0006091,generation of precursor metabolites and energy,
32,GO:0019305,dTDP-rhamnose biosynthetic process,
32,GO:0051259,protein complex oligomerization,
32,GO:0006298,mismatch repair,
31,GO:0042278,purine nucleoside metabolic process,
31,GO:0019510,S-adenosylhomocysteine catabolic process,
30,GO:0019430,removal of superoxide radicals,
30,GO:0008616,queuosine biosynthetic process,
30,GO:0006725,cellular aromatic compound metabolic process,
30,GO:0043952,protein transport by the Sec complex,
29,GO:0070981,L-asparagine biosynthetic process,
29,GO:0006826,iron ion transport,
29,GO:0006629,lipid metabolic process,
29,GO:0006269,"DNA replication, synthesis of RNA primer",
29,GO:0015891,siderophore transport,
29,GO:0006914,autophagy,
28,GO:0006436,tryptophanyl-tRNA aminoacylation,
28,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,
28,GO:0006779,porphyrin-containing compound biosynthetic process,
28,GO:0006464,cellular protein modification process,
27,GO:0045727,positive regulation of translation,
26,GO:0009229,thiamine diphosphate biosynthetic process,
26,GO:0006139,nucleobase-containing compound metabolic process,
26,GO:0006221,pyrimidine nucleotide biosynthetic process,
25,GO:0006168,adenine salvage,
25,GO:0033014,tetrapyrrole biosynthetic process,
24,GO:0009231,riboflavin biosynthetic process,
24,GO:0045493,xylan catabolic process,
24,GO:0017004,cytochrome complex assembly,
23,GO:0045982,negative regulation of purine nucleobase metabolic process,
23,GO:0006044,N-acetylglucosamine metabolic process,
23,GO:0006425,glutaminyl-tRNA aminoacylation,
23,GO:0006270,DNA replication initiation,
23,GO:0043039,tRNA aminoacylation,
22,GO:0009052,"pentose-phosphate shunt, non-oxidative branch",
22,GO:0009254,peptidoglycan turnover,
22,GO:0009146,purine nucleoside triphosphate catabolic process,
22,GO:0016998,cell wall macromolecule catabolic process,
22,GO:0070475,rRNA base methylation,
21,GO:0017148,negative regulation of translation,
21,GO:0030259,lipid glycosylation,
21,GO:0042256,mature ribosome assembly,
21,GO:0019856,pyrimidine nucleobase biosynthetic process,
21,GO:0015969,guanosine tetraphosphate metabolic process,
21,GO:1901135,carbohydrate derivative metabolic process,
20,GO:0090071,negative regulation of ribosome biogenesis,
20,GO:0000967,rRNA 5'-end processing,
20,GO:0034227,tRNA thio-modification,
20,GO:0006275,regulation of DNA replication,
20,GO:0009166,nucleotide catabolic process,
20,GO:0006813,potassium ion transport,
20,GO:0007062,sister chromatid cohesion,
20,GO:0046677,response to antibiotic,
19,GO:0009409,response to cold,
19,GO:0070084,protein initiator methionine removal,
19,GO:0042823,pyridoxal phosphate biosynthetic process,
19,GO:0009234,menaquinone biosynthetic process,
19,GO:0042128,nitrate assimilation,
18,GO:0009372,quorum sensing,
18,GO:0019388,galactose catabolic process,
18,GO:0002949,tRNA threonylcarbamoyladenosine modification,
18,GO:0010501,RNA secondary structure unwinding,
18,GO:0055129,L-proline biosynthetic process,
18,GO:0006106,fumarate metabolic process,
18,GO:0035556,intracellular signal transduction,
17,GO:0046656,folic acid biosynthetic process,
17,GO:0015821,methionine transport,
17,GO:0005985,sucrose metabolic process,
17,GO:0006108,malate metabolic process,
17,GO:1902012,poly(ribitol phosphate) teichoic acid biosynthetic process,
17,GO:0006534,cysteine metabolic process,
17,GO:0006268,DNA unwinding involved in DNA replication,
17,GO:0033554,cellular response to stress,
17,GO:0046417,chorismate metabolic process,
17,GO:0006313,"transposition, DNA-mediated",
16,GO:0006147,guanine catabolic process,
16,GO:0006308,DNA catabolic process,
16,GO:0006109,regulation of carbohydrate metabolic process,
16,GO:0030490,maturation of SSU-rRNA,
16,GO:0051205,protein insertion into membrane,
16,GO:0006235,dTTP biosynthetic process,
16,GO:0019509,L-methionine salvage from methylthioadenosine,
16,GO:0071973,bacterial-type flagellum-dependent cell motility,
15,GO:0009249,protein lipoylation,
15,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,
15,GO:0045936,negative regulation of phosphate metabolic process,
15,GO:0030643,cellular phosphate ion homeostasis,
15,GO:0006817,phosphate ion transport,
15,GO:0030091,protein repair,
15,GO:0006557,S-adenosylmethioninamine biosynthetic process,
15,GO:0046416,D-amino acid metabolic process,
15,GO:0008610,lipid biosynthetic process,
15,GO:0000271,polysaccharide biosynthetic process,
15,GO:0039694,viral RNA genome replication,
15,GO:0009396,folic acid-containing compound biosynthetic process,
15,GO:0019546,arginine deiminase pathway,
14,GO:0019294,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,
14,GO:0002098,tRNA wobble uridine modification,
14,GO:0006397,mRNA processing,
14,GO:0009113,purine nucleobase biosynthetic process,
14,GO:0097264,self proteolysis,
14,GO:0071897,DNA biosynthetic process,
14,GO:0006511,ubiquitin-dependent protein catabolic process,
14,GO:0006886,intracellular protein transport,
13,GO:0006545,glycine biosynthetic process,
13,GO:0006306,DNA methylation,
13,GO:0006754,ATP biosynthetic process,
12,GO:0006461,protein-containing complex assembly,
12,GO:0035998,"7,8-dihydroneopterin 3'-triphosphate biosynthetic process",
12,GO:0046110,xanthine metabolic process,
12,GO:0032265,XMP salvage,
12,GO:0044237,cellular metabolic process,
12,GO:0042355,L-fucose catabolic process,
12,GO:0018160,peptidyl-pyrromethane cofactor linkage,
12,GO:0015846,polyamine transport,
12,GO:0045910,negative regulation of DNA recombination,
12,GO:0006284,base-excision repair,
12,GO:0015940,pantothenate biosynthetic process,
12,GO:0006855,drug transmembrane transport,
12,GO:0044780,bacterial-type flagellum assembly,
12,GO:0019350,teichoic acid biosynthetic process,
12,GO:0042773,ATP synthesis coupled electron transport,
12,GO:0051276,chromosome organization,
12,GO:0005990,lactose catabolic process,
12,GO:0006548,histidine catabolic process,
11,GO:0042450,arginine biosynthetic process via ornithine,
11,GO:0031460,glycine betaine transport,
11,GO:0015937,coenzyme A biosynthetic process,
11,GO:0009307,DNA restriction-modification system,
11,GO:0042558,pteridine-containing compound metabolic process,
11,GO:0006904,vesicle docking involved in exocytosis,
11,GO:0015979,photosynthesis,
11,GO:0006097,glyoxylate cycle,
10,GO:0009758,carbohydrate utilization,
10,GO:0009305,protein biotinylation,
10,GO:0001680,tRNA 3'-terminal CCA addition,
10,GO:0009190,cyclic nucleotide biosynthetic process,
10,GO:0016042,lipid catabolic process,
10,GO:0006282,regulation of DNA repair,
10,GO:0031554,"regulation of DNA-templated transcription, termination",
9,GO:0006163,purine nucleotide metabolic process,
9,GO:0006231,dTMP biosynthetic process,
9,GO:0009164,nucleoside catabolic process,
9,GO:0046336,ethanolamine catabolic process,
9,GO:0042245,RNA repair,
9,GO:0019062,virion attachment to host cell,
9,GO:0006799,polyphosphate biosynthetic process,
9,GO:0000716,"transcription-coupled nucleotide-excision repair, DNA damage recognition",
9,GO:0007165,signal transduction,
8,GO:0051775,response to redox state,
8,GO:0033468,CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,
8,GO:0043419,urea catabolic process,
8,GO:0016075,rRNA catabolic process,
8,GO:0006528,asparagine metabolic process,
8,GO:2001061,D-glycero-D-manno-heptose 7-phosphate biosynthetic process,
8,GO:0046080,dUTP metabolic process,
8,GO:0019284,L-methionine salvage from S-adenosylmethionine,
8,GO:0006304,DNA modification,
8,GO:0034599,cellular response to oxidative stress,
8,GO:0000724,double-strand break repair via homologous recombination,
8,GO:0018149,peptide cross-linking,
8,GO:0018339,peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid,
8,GO:0006635,fatty acid beta-oxidation,
8,GO:0043335,protein unfolding,
8,GO:0015942,formate metabolic process,
8,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)",
8,GO:0070814,hydrogen sulfide biosynthetic process,
8,GO:0042981,regulation of apoptotic process,
8,GO:0044010,single-species biofilm formation,
8,GO:0007160,cell-matrix adhesion,
7,GO:0015991,ATP hydrolysis coupled proton transport,
7,GO:0006233,dTDP biosynthetic process,
7,GO:0006007,glucose catabolic process,
7,GO:0051604,protein maturation,
7,GO:0005993,trehalose catabolic process,
7,GO:0009297,pilus assembly,
7,GO:0016192,vesicle-mediated transport,
7,GO:0006537,glutamate biosynthetic process,
7,GO:0006004,fucose metabolic process,
7,GO:0051103,DNA ligation involved in DNA repair,
6,GO:0045151,acetoin biosynthetic process,
6,GO:0051131,chaperone-mediated protein complex assembly,
6,GO:0015689,molybdate ion transport,
6,GO:0051304,chromosome separation,
6,GO:0019627,urea metabolic process,
6,GO:0009094,L-phenylalanine biosynthetic process,
6,GO:0044038,cell wall macromolecule biosynthetic process,
6,GO:0006013,mannose metabolic process,
6,GO:0039654,fusion of virus membrane with host endosome membrane,
6,GO:0030435,sporulation resulting in formation of a cellular spore,
6,GO:0009060,aerobic respiration,
6,GO:0006564,L-serine biosynthetic process,
6,GO:0034765,regulation of ion transmembrane transport,
6,GO:0000162,tryptophan biosynthetic process,
6,GO:0061436,establishment of skin barrier,
6,GO:0050728,negative regulation of inflammatory response,
6,GO:0055072,iron ion homeostasis,
6,GO:0001867,"complement activation, lectin pathway",
6,GO:0098609,cell-cell adhesion,
6,GO:1903494,response to dehydroepiandrosterone,
6,GO:1903496,response to 11-deoxycorticosterone,
6,GO:0032570,response to progesterone,
6,GO:0032355,response to estradiol,
6,GO:0060416,response to growth hormone,
6,GO:0031424,keratinization,
6,GO:0006811,ion transport,
6,GO:0070897,DNA-templated transcriptional preinitiation complex assembly,
6,GO:0000723,telomere maintenance,
6,GO:0019317,fucose catabolic process,
6,GO:0042744,hydrogen peroxide catabolic process,
6,GO:0030488,tRNA methylation,
6,GO:0042549,photosystem II stabilization,
6,GO:0036070,light-independent bacteriochlorophyll biosynthetic process,
6,GO:0051085,chaperone cofactor-dependent protein refolding,
5,GO:0009102,biotin biosynthetic process,
5,GO:0018307,enzyme active site formation,
5,GO:0034077,butanediol metabolic process,
5,GO:0019262,N-acetylneuraminate catabolic process,
5,GO:0000453,enzyme-directed rRNA 2'-O-methylation,
5,GO:0046140,corrin biosynthetic process,
5,GO:0006741,NADP biosynthetic process,
5,GO:0019674,NAD metabolic process,
5,GO:0009061,anaerobic respiration,
5,GO:0043953,protein transport by the Tat complex,
5,GO:0030244,cellulose biosynthetic process,
5,GO:0051144,propanediol catabolic process,
5,GO:0030632,D-alanine biosynthetic process,
5,GO:0019646,aerobic electron transport chain,
5,GO:0046854,phosphatidylinositol phosphorylation,
5,GO:0006744,ubiquinone biosynthetic process,
5,GO:0006596,polyamine biosynthetic process,
5,GO:0006064,glucuronate catabolic process,
5,GO:0006750,glutathione biosynthetic process,
5,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,
5,GO:0070268,cornification,
5,GO:2000184,positive regulation of progesterone biosynthetic process,
5,GO:1903456,"positive regulation of androst-4-ene-3,17-dione biosynthetic process",
5,GO:2000839,positive regulation of androstenedione secretion,
5,GO:2000872,positive regulation of progesterone secretion,
5,GO:0006303,double-strand break repair via nonhomologous end joining,
5,GO:0000270,peptidoglycan metabolic process,
5,GO:0007131,reciprocal meiotic recombination,
5,GO:0007076,mitotic chromosome condensation,
5,GO:0090286,cytoskeletal anchoring at nuclear membrane,
5,GO:0006338,chromatin remodeling,
5,GO:0019357,nicotinate nucleotide biosynthetic process,
5,GO:0006880,intracellular sequestering of iron ion,
5,GO:0006307,DNA dealkylation involved in DNA repair,
5,GO:0035435,phosphate ion transmembrane transport,
4,GO:0006089,lactate metabolic process,
4,GO:0006206,pyrimidine nucleobase metabolic process,
4,GO:0016024,CDP-diacylglycerol biosynthetic process,
4,GO:0006213,pyrimidine nucleoside metabolic process,
4,GO:0101030,tRNA-guanine transglycosylation,
4,GO:0007154,cell communication,
4,GO:0019064,fusion of virus membrane with host plasma membrane,
4,GO:0006072,glycerol-3-phosphate metabolic process,
4,GO:0075512,clathrin-dependent endocytosis of virus by host cell,
4,GO:0031119,tRNA pseudouridine synthesis,
4,GO:0019303,D-ribose catabolic process,
4,GO:0052865,1-deoxy-D-xylulose 5-phosphate biosynthetic process,
4,GO:0000272,polysaccharide catabolic process,
4,GO:0046761,viral budding from plasma membrane,
4,GO:0033151,V(D)J recombination,
4,GO:0009246,enterobacterial common antigen biosynthetic process,
4,GO:0044781,bacterial-type flagellum organization,
4,GO:0006334,nucleosome assembly,
4,GO:0019184,nonribosomal peptide biosynthetic process,
4,GO:0039520,induction by virus of host autophagy,
4,GO:0070125,mitochondrial translational elongation,
4,GO:0036245,cellular response to menadione,
4,GO:0010731,protein glutathionylation,
4,GO:0030036,actin cytoskeleton organization,
4,GO:0042147,"retrograde transport, endosome to Golgi",
4,GO:0051609,inhibition of neurotransmitter uptake,
4,GO:0019082,viral protein processing,
4,GO:0000122,negative regulation of transcription by RNA polymerase II,
4,GO:0008652,cellular amino acid biosynthetic process,
4,GO:0007416,synapse assembly,
4,GO:0006357,regulation of transcription by RNA polymerase II,
4,GO:0009152,purine ribonucleotide biosynthetic process,
4,GO:0042779,tRNA 3'-trailer cleavage,
4,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,
4,GO:0042619,poly-hydroxybutyrate biosynthetic process,
4,GO:0002181,cytoplasmic translation,
4,GO:0009904,chloroplast accumulation movement,
4,GO:0030245,cellulose catabolic process,
3,GO:0018364,peptidyl-glutamine methylation,
3,GO:0043571,maintenance of CRISPR repeat elements,
3,GO:0051607,defense response to virus,
3,GO:0019932,second-messenger-mediated signaling,
3,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,
3,GO:0006646,phosphatidylethanolamine biosynthetic process,
3,GO:0015941,pantothenate catabolic process,
3,GO:0019285,glycine betaine biosynthetic process from choline,
3,GO:0006567,threonine catabolic process,
3,GO:0005980,glycogen catabolic process,
3,GO:0006631,fatty acid metabolic process,
3,GO:0019569,L-arabinose catabolic process to xylulose 5-phosphate,
3,GO:0034219,carbohydrate transmembrane transport,
3,GO:0006546,glycine catabolic process,
3,GO:0015757,galactose transmembrane transport,
3,GO:0009636,response to toxic substance,
3,GO:0019439,aromatic compound catabolic process,
3,GO:0018298,protein-chromophore linkage,
3,GO:0052837,thiazole biosynthetic process,
3,GO:0006172,ADP biosynthetic process,
3,GO:0046033,AMP metabolic process,
3,GO:0006522,alanine metabolic process,
3,GO:0006885,regulation of pH,
3,GO:0010629,negative regulation of gene expression,
3,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,
3,GO:0006529,asparagine biosynthetic process,
3,GO:0006915,apoptotic process,
3,GO:0016579,protein deubiquitination,
3,GO:0060271,cilium assembly,
3,GO:0006452,translational frameshifting,
3,GO:0051083,'de novo' cotranslational protein folding,
3,GO:0000054,ribosomal subunit export from nucleus,
3,GO:0006486,protein glycosylation,
3,GO:0071709,membrane assembly,
3,GO:0015813,L-glutamate transmembrane transport,
3,GO:0015810,aspartate transmembrane transport,
3,GO:0016043,cellular component organization,
3,GO:0043213,bacteriocin transport,
3,GO:0007399,nervous system development,
3,GO:0031648,protein destabilization,
3,GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,
3,GO:0060258,negative regulation of filamentous growth,
3,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",
3,GO:0070816,phosphorylation of RNA polymerase II C-terminal domain,
3,GO:0006637,acyl-CoA metabolic process,
3,GO:0032012,regulation of ARF protein signal transduction,
3,GO:0031662,positive regulation of G2/M transition of mitotic cell cycle,
3,GO:0001701,in utero embryonic development,
3,GO:0007052,mitotic spindle organization,
3,GO:0007080,mitotic metaphase plate congression,
3,GO:1905448,positive regulation of mitochondrial ATP synthesis coupled electron transport,
3,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,
3,GO:0048146,positive regulation of fibroblast proliferation,
3,GO:0045931,positive regulation of mitotic cell cycle,
3,GO:2000775,histone H3-S10 phosphorylation involved in chromosome condensation,
3,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,
3,GO:0001895,retina homeostasis,
3,GO:0043312,neutrophil degranulation,
3,GO:0042730,fibrinolysis,
3,GO:0045765,regulation of angiogenesis,
3,GO:0006936,muscle contraction,
3,GO:0000226,microtubule cytoskeleton organization,
3,GO:0019310,inositol catabolic process,
3,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",
3,GO:0006069,ethanol oxidation,
3,GO:0051568,histone H3-K4 methylation,
2,GO:0030071,regulation of mitotic metaphase/anaphase transition,
2,GO:0006051,N-acetylmannosamine metabolic process,
2,GO:0006772,thiamine metabolic process,
2,GO:0009443,pyridoxal 5'-phosphate salvage,
2,GO:0051188,cofactor biosynthetic process,
2,GO:0019441,tryptophan catabolic process to kynurenine,
2,GO:0006523,alanine biosynthetic process,
2,GO:0006555,methionine metabolic process,
2,GO:0055070,copper ion homeostasis,
2,GO:0030638,polyketide metabolic process,
2,GO:0006747,FAD biosynthetic process,
2,GO:0009398,FMN biosynthetic process,
2,GO:0016051,carbohydrate biosynthetic process,
2,GO:0019563,glycerol catabolic process,
2,GO:0006570,tyrosine metabolic process,
2,GO:0006824,cobalt ion transport,
2,GO:0019464,glycine decarboxylation via glycine cleavage system,
2,GO:0006378,mRNA polyadenylation,
2,GO:0019700,organic phosphonate catabolic process,
2,GO:0000725,recombinational repair,
2,GO:0022904,respiratory electron transport chain,
2,GO:0046487,glyoxylate metabolic process,
2,GO:0019594,mannitol metabolic process,
2,GO:0030216,keratinocyte differentiation,
