#Datasets	 737_NS_BLASTOutput_2StepCombined	 737_WS_BLASTOutput_2StepCombined	Log2 737NS+1	Log2 737WS+1	Log2 Fold Change
ENOG410XNV7 aspartic	0	6	0	2.8073549221	-2.8073549221
COG3480 domain protein	0	6	0	2.8073549221	-2.8073549221
COG3605 phosphoenolpyruvate--protein phosphotransferase	0	6	0	2.8073549221	-2.8073549221
COG3775 PTS system, galactitol-specific IIc component	0	6	0	2.8073549221	-2.8073549221
ENOG410XQK8 receptor	0	6	0	2.8073549221	-2.8073549221
COG1145 4Fe-4S ferredoxin, iron-sulfur binding	1	13	1	3.8073549221	-2.8073549221
COG2893 pts system	1	13	1	3.8073549221	-2.8073549221
COG4465 DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor (By similarity)	1	12	1	3.7004397181	-2.7004397181
COG0095 Lipoate-protein, ligase	1	12	1	3.7004397181	-2.7004397181
ENOG410XPX2 Diaminopimelate dehydrogenase	6	44	2.8073549221	5.4918530963	-2.6844981743
COG1482 mannose-6-phosphate isomerase	2	18	1.5849625007	4.2479275134	-2.6629650127
COG0494 Nudix hydrolase	3	23	2	4.5849625007	-2.5849625007
COG0193 The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis (By similarity)	1	11	1	3.5849625007	-2.5849625007
COG2876 3-deoxy-7-phosphoheptulonate synthase activity	1	11	1	3.5849625007	-2.5849625007
COG0571 Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Also processes some mRNAs, and tRNAs when they are encoded in the rRNA operon (By similarity)	0	5	0	2.5849625007	-2.5849625007
COG0702 epimerase dehydratase	0	5	0	2.5849625007	-2.5849625007
COG2371 enzyme active site formation	0	5	0	2.5849625007	-2.5849625007
COG4862 Enables the recognition and targeting of unfolded and aggregated proteins to the ClpC protease or to other proteins involved in proteolysis	0	5	0	2.5849625007	-2.5849625007
COG0033 phosphoglucomutase	0	5	0	2.5849625007	-2.5849625007
COG3669 alpha-l-fucosidase	0	5	0	2.5849625007	-2.5849625007
COG3527 Alpha-acetolactate decarboxylase	0	5	0	2.5849625007	-2.5849625007
COG0329 Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA) (By similarity)	7	45	3	5.5235619561	-2.5235619561
COG0410 amino acid transport	3	22	2	4.5235619561	-2.5235619561
COG1126 ABC transporter, (ATP-binding protein)	7	44	3	5.4918530963	-2.4918530963
COG0174 glutamine synthetase	28	159	4.8579809951	7.3219280949	-2.4639470998
COG1702 Phoh family	1	10	1	3.4594316186	-2.4594316186
COG4810 Utilization Protein	1	10	1	3.4594316186	-2.4594316186
COG0580 Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity (By similarity)	1	10	1	3.4594316186	-2.4594316186
COG0302 GTP cyclohydrolase i	1	10	1	3.4594316186	-2.4594316186
COG2837 peroxidase	3	21	2	4.4594316186	-2.4594316186
COG0745 regulatoR	18	95	4.2479275134	6.5849625007	-2.3370349873
COG0059 Alpha-keto-beta-hydroxylacyl reductoisomerase	38	196	5.2854022189	7.6220518195	-2.3366496006
COG1484 IstB domain protein ATP-binding protein	1	9	1	3.3219280949	-2.3219280949
COG0639 serine threonine-protein phosphatase	1	9	1	3.3219280949	-2.3219280949
COG1597 diacylglycerol kinase	1	9	1	3.3219280949	-2.3219280949
COG1846 Transcriptional regulator	0	4	0	2.3219280949	-2.3219280949
COG0177 endonuclease III	0	4	0	2.3219280949	-2.3219280949
COG1197 transcriptioN-repair coupling factor	0	4	0	2.3219280949	-2.3219280949
COG1573 uracil-dna glycosylase	0	4	0	2.3219280949	-2.3219280949
COG3966 D-alanyl-lipoteichoic acid biosynthesis protein DltD	0	4	0	2.3219280949	-2.3219280949
COG5434 Glycoside hydrolase family 28	0	4	0	2.3219280949	-2.3219280949
ENOG410ZR1N Pfam:Acid_phosphat_A	0	4	0	2.3219280949	-2.3219280949
COG0066 Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)	0	4	0	2.3219280949	-2.3219280949
COG0722 Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP) (By similarity)	6	34	2.8073549221	5.1292830169	-2.3219280949
COG4175 Glycine betaine	0	4	0	2.3219280949	-2.3219280949
COG0383 alpha-mannosidase	0	4	0	2.3219280949	-2.3219280949
COG0315 Together with MoaA, is involved in the conversion of 5'- GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)	0	4	0	2.3219280949	-2.3219280949
COG1713 Metal Dependent Phosphohydrolase	0	4	0	2.3219280949	-2.3219280949
COG3884 acyl-ACP thioesterase	0	4	0	2.3219280949	-2.3219280949
ENOG410XS4Q Short-chain dehydrogenase reductase Sdr	7	38	3	5.2854022189	-2.2854022189
COG4108 Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP (By similarity)	5	28	2.5849625007	4.8579809951	-2.2730184944
COG0542 ATP-dependent CLP protease ATP-binding subunit	122	585	6.9425145053	9.1947568544	-2.2522423491
COG4166 peptide transport	51	246	5.7004397181	7.9483672316	-2.2479275134
COG0105 Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity)	7	37	3	5.2479275134	-2.2479275134
COG0631 Phosphatase	5	27	2.5849625007	4.8073549221	-2.2223924213
COG1071 Dehydrogenase	5	27	2.5849625007	4.8073549221	-2.2223924213
COG0366 alpha amylase, catalytic	5	27	2.5849625007	4.8073549221	-2.2223924213
COG0262 dihydrofolate reductase activity	2	13	1.5849625007	3.8073549221	-2.2223924213
COG2077 Has antioxidant activity. Could remove peroxides or H(2)O(2) (By similarity)	18	86	4.2479275134	6.4429434958	-2.1950159824
COG1758 Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)	6	31	2.8073549221	5	-2.1926450779
COG1529 Aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding	6	31	2.8073549221	5	-2.1926450779
COG2884 Cell division ATP-binding protein ftsE	10	49	3.4594316186	5.6438561898	-2.1844245711
COG0782 Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides (By similarity)	12	58	3.7004397181	5.8826430494	-2.1822033312
COG1167 Transcriptional regulator, gntR family	1	8	1	3.1699250014	-2.1699250014
COG3475 licD family	1	8	1	3.1699250014	-2.1699250014
COG1131 (ABC) transporter	16	75	4.0874628413	6.2479275134	-2.1604646722
COG3414 PTS System	4	21	2.3219280949	4.4594316186	-2.1375035237
COG0411 (ABC) transporter	2	12	1.5849625007	3.7004397181	-2.1154772174
COG1492 catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation (By similarity)	3	16	2	4.0874628413	-2.0874628413
COG1898 DTDP-4-dehydrorhamnose 3,5-epimerase	4	20	2.3219280949	4.3923174228	-2.0703893279
COG0482 Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)	11	49	3.5849625007	5.6438561898	-2.0588936891
COG2188 GntR family transcriptional regulator	6	28	2.8073549221	4.8579809951	-2.0506260731
COG1227 Manganese-dependent inorganic pyrophosphatase	24	100	4.6438561898	6.6582114828	-2.014355293
COG2868 (ribosomal) protein	0	3	0	2	-2
COG5333 Component of the Mediator complex, a coactivator involved in regulated gene transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. Binds to and activates cyclin-dependent kinase cdk8 that phosphorylates the CTD (C-terminal domain) of the large subunit of RNA polymerase II (RNAp II), which may inhibit the formation of a transcription initiation complex	0	3	0	2	-2
COG0470 DNA polymerase III subunit delta'	0	3	0	2	-2
COG2887 helicase	0	3	0	2	-2
COG3857 The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination	0	3	0	2	-2
COG3764 (sortase) family	0	3	0	2	-2
COG0229 )-reductase	1	7	1	3	-2
COG1397 ADP-ribosylation Crystallin J1	0	3	0	2	-2
COG5272 ubiquitin	0	3	0	2	-2
COG4585 Histidine kinase	0	3	0	2	-2
ENOG410XUF0 Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system (By similarity)	0	3	0	2	-2
COG0022 Dehydrogenase, E1 component	7	31	3	5	-2
ENOG410Z0ZZ Membrane-bound dehydrogenase domain protein	0	3	0	2	-2
COG0014 Catalyzes the NADPH dependent reduction of L-gamma- glutamyl 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate (By similarity)	1	7	1	3	-2
COG0079 Imidazole acetol-phosphate transaminase	0	3	0	2	-2
COG0083 Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate (By similarity)	0	3	0	2	-2
COG2309 aminopeptidase	3	15	2	4	-2
COG0213 The enzymes which catalyze the reversible phosphorolysis of pyrimidine nucleosides are involved in the degradation of these compounds and in their utilization as carbon and energy sources, or in the rescue of pyrimidine bases for nucleotide synthesis (By similarity)	0	3	0	2	-2
COG1523 Glycogen debranching enzyme	0	3	0	2	-2
COG1869 Catalyzes the interconversion of beta-pyran and beta- furan forms of D-ribose (By similarity)	0	3	0	2	-2
COG3265 carbohydrate kinase, thermoresistant glucokinase family	1	7	1	3	-2
COG0414 Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)	0	3	0	2	-2
COG1903 May catalyze the methylation of C-1 in cobalt-precorrin- 5 and the subsequent extrusion of acetic acid from the resulting intermediate to form cobalt-precorrin-6A (By similarity)	0	3	0	2	-2
COG0471 Transporter	0	3	0	2	-2
COG1116 (ABC) transporter	0	3	0	2	-2
COG1117 Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)	1	7	1	3	-2
COG1226 PotAssium voltage-gated channel	0	3	0	2	-2
COG1951 fumarate	60	237	5.9307373376	7.8948177633	-1.9640804257
COG0499 May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine (By similarity)	5	22	2.5849625007	4.5235619561	-1.9385994553
COG0265 Serine protease	16	64	4.0874628413	6.022367813	-1.9349049718
COG1372 Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)	10	41	3.4594316186	5.3923174228	-1.9328858041
COG3853 Toxic anion resistance	4	18	2.3219280949	4.2479275134	-1.9259994186
COG0540 aspartate transcarbamylase	10	40	3.4594316186	5.3575520046	-1.898120386
COG1140 nitrate reductase beta subunit	6	25	2.8073549221	4.7004397181	-1.8930847961
COG0473 3-isopropylmalate dehydrogenase activity	2	10	1.5849625007	3.4594316186	-1.8744691179
COG0127 Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)	5	21	2.5849625007	4.4594316186	-1.8744691179
COG1363 Peptidase m42 family protein	32	118	5.0443941194	6.8948177633	-1.8504236439
COG0460 homoserine dehydrogenase	15	56	4	5.8328900142	-1.8328900142
COG1132 (ABC) transporter	5	20	2.5849625007	4.3923174228	-1.8073549221
COG1670 -acetyltransferase	1	6	1	2.8073549221	-1.8073549221
COG1198 Primosomal protein n'	1	6	1	2.8073549221	-1.8073549221
COG2177 Part of the ABC transporter FtsEX involved in	1	6	1	2.8073549221	-1.8073549221
ENOG4111V68 outer membrane chaperone skp	1	6	1	2.8073549221	-1.8073549221
COG0065 Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)	1	6	1	2.8073549221	-1.8073549221
COG0165 argininosuccinate lyase	1	6	1	2.8073549221	-1.8073549221
COG2866 metallocarboxypeptidase activity	1	6	1	2.8073549221	-1.8073549221
COG0030 Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)	3	13	2	3.8073549221	-1.8073549221
COG1722 Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)	3	13	2	3.8073549221	-1.8073549221
COG2033 Superoxide reductase	12	44	3.7004397181	5.4918530963	-1.7914133782
COG1940 ROK family	27	94	4.8073549221	6.5698556083	-1.7625006863
COG0703 Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)	7	26	3	4.7548875022	-1.7548875022
COG2185 Methylmalonyl-coA mutase	40	136	5.3575520046	7.098032083	-1.7404800783
COG2197 Two component transcriptional regulator, LuxR family	5	19	2.5849625007	4.3219280949	-1.7369655942
COG3343 Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling (By similarity)	2	9	1.5849625007	3.3219280949	-1.7369655942
COG0664 transcriptional regulator, crp fnr family	2	9	1.5849625007	3.3219280949	-1.7369655942
COG0513 purine NTP-dependent helicase activity	14	49	3.9068905956	5.6438561898	-1.7369655942
COG0044 Dihydroorotase	9	32	3.3219280949	5.0443941194	-1.7224660245
COG1186 Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA (By similarity)	6	22	2.8073549221	4.5235619561	-1.716207034
COG0133 The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)	6	22	2.8073549221	4.5235619561	-1.716207034
ENOG410XNVN Efflux transporter rnd family, mfp subunit	10	35	3.4594316186	5.1699250014	-1.7104933828
COG0484 ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)	22	74	4.5235619561	6.2288186905	-1.7052567344
COG0750 Membrane-associated zinc metalloprotease	3	12	2	3.7004397181	-1.7004397181
COG0521 molybdenum cofactor biosynthesis protein	3	12	2	3.7004397181	-1.7004397181
COG4624 metallo-sulfur cluster assembly	20	66	4.3923174228	6.0660891905	-1.6737717677
COG1838 fumarate	53	169	5.7548875022	7.4093909361	-1.654503434
COG3716 PTS system mannose fructose sorbose family iid component	13	43	3.8073549221	5.4594316186	-1.6520766966
COG1015 Phosphotransfer between the C1 and C5 carbon atoms of pentose (By similarity)	36	114	5.2094533656	6.8454900509	-1.6360366853
COG0355 Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)	13	42	3.8073549221	5.4262647547	-1.6189098326
COG0740 Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)	15	48	4	5.6147098441	-1.6147098441
COG0541 Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	17	53	4.1699250014	5.7548875022	-1.5849625007
COG1206 Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs (By similarity)	4	14	2.3219280949	3.9068905956	-1.5849625007
COG1125 (ABC) transporter	4	14	2.3219280949	3.9068905956	-1.5849625007
COG0181 Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)	3	11	2	3.5849625007	-1.5849625007
COG1020 non-ribosomal peptide synthetase	6	20	2.8073549221	4.3923174228	-1.5849625007
COG0072 phenylalanyl-tRNA synthetase (beta subunit)	0	2	0	1.5849625007	-1.5849625007
COG0130 Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)	0	2	0	1.5849625007	-1.5849625007
COG0324 Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A) (By similarity)	0	2	0	1.5849625007	-1.5849625007
COG0820 rRNA (adenine-C2-)-methyltransferase activity	2	8	1.5849625007	3.1699250014	-1.5849625007
COG1098 RNA binding s1 domain protein	0	2	0	1.5849625007	-1.5849625007
COG2265 catalyzes the formation of 5-methyl-uridine at position	2	8	1.5849625007	3.1699250014	-1.5849625007
COG3276 Selenocysteine-specific translation elongation factor	0	2	0	1.5849625007	-1.5849625007
COG1508 Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)	0	2	0	1.5849625007	-1.5849625007
COG2345 Transcriptional regulator	0	2	0	1.5849625007	-1.5849625007
COG2390 Transcriptional regulator	0	2	0	1.5849625007	-1.5849625007
COG1201 purine NTP-dependent helicase activity	0	2	0	1.5849625007	-1.5849625007
COG1599 DNA replication	0	2	0	1.5849625007	-1.5849625007
COG2189 DNA methylase	0	2	0	1.5849625007	-1.5849625007
COG2255 The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)	2	8	1.5849625007	3.1699250014	-1.5849625007
COG3335 transposase	0	2	0	1.5849625007	-1.5849625007
COG3611 replication initiation and membrane attachment	0	2	0	1.5849625007	-1.5849625007
ENOG410XNUT helicase activity	0	2	0	1.5849625007	-1.5849625007
ENOG410XRUF DNA polymerase family A	0	2	0	1.5849625007	-1.5849625007
